id,label,type
Q1123764,Prime Minister of Armenia,cabinet
Q19966859,Defence Minister of Armenia,cabinet
Q20517758,Minister of Social Protection,cabinet
Q20517763,Justice Minister,cabinet
Q20517766,Foreign Minister,cabinet
Q20517773,Minister of Agriculture,cabinet
Q20517801,Minister of Education and Science,cabinet
Q20517829,"Minister of Transport, Communication and Information Technologies",cabinet
Q20517836,Finance Minister,cabinet
Q56762129,Minister of Economy,cabinet
