id,wikidata
60f5a1c7-c05e-4e7d-ae5f-f2cfa799ed92,Q1144610
81f2e6c0-f0d0-4b8d-8764-909abb631d6f,Q887193
d1f712f5-466d-4630-ad17-93a0b5a1e77b,Q1348278
9b664b2d-6faf-4aa8-a5b9-f194dc007825,Q284853
9fec2fd1-8b36-437a-9477-e66a79fb3879,Q1346313
925facfc-11e6-4dec-8e21-f67869d52c3b,Q318657
7b0482c1-f1b5-4a79-84cc-718c04e3e372,Q2415493
6882c5a8-6bb0-41de-b153-52b64147bc38,Q30183853
452a8fb2-5274-4d6e-affa-d5c278e5a3f8,Q31195347
f5e4e307-274c-425b-9bbc-cf8236bcd889,Q27972481
8fa4b96c-a35f-45a6-939d-4fce8c597870,Q58353776
