id,name,position,start_date,end_date,type
7484bc57-9640-4192-b917-4223f9c39949,Naledi Pandor,Minister of Higher Education and Training,2018-02-28,"",cabinet
7484bc57-9640-4192-b917-4223f9c39949,Naledi Pandor,Minister of Science and Technology,2009-05-10,2012-10-04,cabinet
7484bc57-9640-4192-b917-4223f9c39949,Naledi Pandor,Minister of Science and Technology,2014-05-25,2018-02-28,cabinet
7484bc57-9640-4192-b917-4223f9c39949,Naledi Pandor,Minister of Home Affairs,2012-10-04,2014-05-25,cabinet
7484bc57-9640-4192-b917-4223f9c39949,Naledi Pandor,Minister of Education,2004-05-12,2009-05-10,cabinet
7646484a-7447-4479-9803-051eaad724f3,Fikile Mbalula,Minister of Sport and Recreation,2010-11-01,"",cabinet
7f247717-1aed-46a5-84d4-566c296c158f,Bonginkosi “Blade” Nzimande,Minister of Education,"","",cabinet
41233298-3839-4bb1-8874-a3fe6fa6161c,Senzeni Zokwana,"Minister of Agriculture, Forestry and Fisheries",2014-05-26,"",cabinet
ef86e0c9-f374-4f7f-aca2-a7504ab53898,Malusi Gigaba,Minister of Finance,"","",cabinet
d287921d-eac4-4d95-a9ae-ab657e9bc94e,David Douglas Des Van Rooyen,Minister of Finance,2015-12-09,2015-12-13,cabinet
e3e63e03-c252-4eee-8816-5445bda64961,Derek Hanekom,"Minister of Agriculture, Forestry and Fisheries","","",cabinet
044c3246-5842-494f-89df-bc41a4fd2d1f,Angie Motshekga,Minister of Education,2009-05-11,"",cabinet
4650103d-65aa-4566-95ab-3b6864f52d26,Tina Joemat-Petterssen,Minister of Energy,2014-05-25,"",cabinet
4650103d-65aa-4566-95ab-3b6864f52d26,Tina Joemat-Petterssen,"Minister of Agriculture, Forestry and Fisheries",2009-05-09,2014-05-24,cabinet
a7c7ba60-7482-4294-82d2-854953fdf522,Mangosuthu Gatsha Buthelezi,Minister of Home Affairs,"","",cabinet
67915719-6091-4ccf-a44b-9de7fe265613,Pravin Gordhan,Minister of Finance,2015-12-13,"",cabinet
7b6bc757-8abe-4b31-8595-2140d1c57f67,Lulama Marytheresa Xingwana,"Minister of Agriculture, Forestry and Fisheries",2006-01-01,2009-01-01,cabinet
e0dd1766-033c-4137-80d5-4aaa91f13eca,Nhlanhla Nene,Minister of Finance,2014-05-26,2015-12-09,cabinet
902133f8-7466-40e0-98c9-47dbc881a19d,Angela Thokozile Didiza,"Minister of Agriculture, Forestry and Fisheries","","",cabinet
f2a2c83f-2bf6-4636-9589-05ff54c54a45,Tito Mboweni,Minister of Finance,"","",cabinet
