id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
5509a91c273a3904f6e72246,Adam Abramowicz,,,Prawo i Sprawiedliwość,5509a91d273a3904f6e7228e,,Sejm,5509a8fb273a3904f6e71a64,,,http://files.parldata.eu/pl/sejm/people/5509a91c273a3904f6e72246/image.jpeg,male
5509a913273a3904f6e72032,Adam Hofman,,,Niezrzeszeni,5509a91d273a3904f6e72298,,Sejm,5509a8fb273a3904f6e71a64,,,http://files.parldata.eu/pl/sejm/people/5509a913273a3904f6e72032/image.jpeg,male
5509a90f273a3904f6e71f2a,Adam Kwiatkowski,,,Prawo i Sprawiedliwość,5509a91d273a3904f6e7228e,,Sejm,5509a8fb273a3904f6e71a64,,,http://files.parldata.eu/pl/sejm/people/5509a90f273a3904f6e71f2a/image.jpeg,male
5509a90f273a3904f6e71f1e,Adam Kępiński,,,Sojusz Lewicy Demokratycznej,5509a91d273a3904f6e72290,,Sejm,5509a8fb273a3904f6e71a64,,,http://files.parldata.eu/pl/sejm/people/5509a90f273a3904f6e71f1e/image.jpeg,male
5509a90e273a3904f6e71ef6,Adam Lipiński,,,Prawo i Sprawiedliwość,5509a91d273a3904f6e7228e,,Sejm,5509a8fb273a3904f6e71a64,,,http://files.parldata.eu/pl/sejm/people/5509a90e273a3904f6e71ef6/image.jpeg,male
5509a908273a3904f6e71d6a,Adam Rogacki,,,Niezrzeszeni,5509a91d273a3904f6e72298,,Sejm,5509a8fb273a3904f6e71a64,,,http://files.parldata.eu/pl/sejm/people/5509a908273a3904f6e71d6a/image.jpeg,male
5509a907273a3904f6e71d3e,Adam Rybakowicz,,,Ruch Palikota,5509a91d273a3904f6e7229a,,Sejm,5509a8fb273a3904f6e71a64,,,http://files.parldata.eu/pl/sejm/people/5509a907273a3904f6e71d3e/image.jpeg,male
5509a907273a3904f6e71d3e,Adam Rybakowicz,,,Niezrzeszeni,5509a91d273a3904f6e72298,,Sejm,5509a8fb273a3904f6e71a64,,,http://files.parldata.eu/pl/sejm/people/5509a907273a3904f6e71d3e/image.jpeg,male
5509a905273a3904f6e71cb6,Adam Szejnfeld,,,Platforma Obywatelska,5509a91d273a3904f6e7228c,,Sejm,5509a8fb273a3904f6e71a64,,,http://files.parldata.eu/pl/sejm/people/5509a905273a3904f6e71cb6/image.jpeg,male
5509a8ff273a3904f6e71b4a,Adam Żyliński,,,Platforma Obywatelska,5509a91d273a3904f6e7228c,,Sejm,5509a8fb273a3904f6e71a64,,,http://files.parldata.eu/pl/sejm/people/5509a8ff273a3904f6e71b4a/image.jpeg,male
