id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
fa4140f8-71db-4b71-ad2c-90a9b97b7b62,Jan Cheek,Jan Cheek,,,,Independent,independent,ocd-division/country:fk/constituency:stanley,Stanley,Legislative Assembly,2001,,,http://www.falklands.gov.fk/assets/DSC_04761-211x300.jpg,female
506aa3b4-2bc6-40ef-a059-e47826f9fe97,John Birmingham,John Birmingham,,,,Independent,independent,ocd-division/country:fk/constituency:stanley,Stanley,Legislative Assembly,2001,,,,male
0efd2649-0d6f-4904-b629-29b0ec7d5176,Michael Summers,Michael Summers,,,,Independent,independent,ocd-division/country:fk/constituency:stanley,Stanley,Legislative Assembly,2001,,,,male
e2420c7c-2064-48c8-82ef-715ec9be9e06,Nonpartisan,Nonpartisan,,,,Independent,independent,ocd-division/country:fk/constituency:camp,Camp,Legislative Assembly,2001,,,,
47dc5a4e-c2d0-40df-a000-e15ccd4820b7,Norma Edwards,Norma Edwards,,,,Independent,independent,ocd-division/country:fk/constituency:camp,Camp,Legislative Assembly,2001,,,,female
49d8b8f1-9b59-46aa-9983-84d9589a8db4,Philip Miller,Philip Miller,,,,Independent,independent,ocd-division/country:fk/constituency:camp,Camp,Legislative Assembly,2001,,,,male
3d5c1972-8330-40e2-8b3c-7a2d9a08a00b,Richard Cockwell,Richard Cockwell,,,,Independent,independent,ocd-division/country:fk/constituency:stanley,Stanley,Legislative Assembly,2001,,,,male
d3c80e80-b547-44b6-84a2-6b52d4a72ed3,Roger Edwards,Roger Edwards,,,,Independent,independent,ocd-division/country:fk/constituency:camp,Camp,Legislative Assembly,2001,,,http://www.falklands.gov.fk/assets/Roger-Edwards-2-209x300.jpg,male
d8de53b7-0798-455a-bba0-4e77b61d2017,Stephen Luxton,Stephen Luxton,,,,Independent,independent,ocd-division/country:fk/constituency:stanley,Stanley,Legislative Assembly,2001,,,,male
