statement,id,name,start_date,end_date,wikidata
Q4146581-A67692A5-7CF5-46BD-A533-74A44213D685,1,1st State Duma of the Russian Federation,1993-12-12,1995-12-16,Q4146581
Q4146580-13615A27-801E-4910-94FC-243FD763E52C,2,2nd State Duma of the Russian Federation,1995-12-17,1999-12-19,Q4146580
Q4146579-B9F46DC9-D204-4195-98DE-9481E7D356BA,3,3rd State Duma of the Russian Federation,1999-12-19,2003-12-07,Q4146579
Q4146585-ad2944b9-4b50-5658-bb38-c250bfffaddc,4,4th State Duma of the Russian Federation,2003-12-07,2007-12-24,Q4146585
Q4146584-05f122ba-4800-5685-8f2f-eb9c1ee48b27,5,5th State Duma of the Russian Federation,2007-12-24,2011-12-21,Q4146584
Q4146582-bf9dca0d-4087-6f38-7e32-527cd505e229,6,6th State Duma of the Russian Federation,2011-12-21,2016-10-05,Q4146582
Q26708541-2b6540fa-4e11-3ff1-dca1-e3bfaf547c52,7,7th State Duma of the Russian Federation,2016-10-05,2021-09-01,Q26708541
