id,name,faction,region,image,term,source
131491,Демченко Иван Иванович,«ЕДИНАЯ РОССИЯ»,Краснодарский край,http://www.duma.gov.ru/upload/iblock/aed/aed993277dc4a71210cc559cd9c53fe8.jpg,6,http://www.duma.gov.ru/structure/deputies/131491/
131356,Денисенко Олег Иванович,КПРФ,"Омская область, Томская область",http://www.duma.gov.ru/upload/iblock/4dc/4dc3e9bc66d55cf70262bf4ee1d26350.jpg,6,http://www.duma.gov.ru/structure/deputies/131356/
131281,Деньгин Вадим Евгеньевич,ЛДПР,"Новосибирская область, Смоленская область",http://www.duma.gov.ru/upload/iblock/174/17498da421a075373f40d7de67e2774e.jpg,6,http://www.duma.gov.ru/structure/deputies/131281/
131282,Диденко Алексей Николаевич,ЛДПР,"все субъекты Российской Федерации, Республика Крым, Город Севастополь",http://www.duma.gov.ru/upload/iblock/a86/a8619dd993fd05e3c40363da28cb1848.jpg,6,http://www.duma.gov.ru/structure/deputies/131282/
131236,Дмитриева Оксана Генриховна,«СПРАВЕДЛИВАЯ РОССИЯ»,все субъекты Российской Федерации,http://www.duma.gov.ru/upload/iblock/3b7/3b745254b63a9e2529eec59546924b64.jpg,6,http://www.duma.gov.ru/structure/deputies/131236/
131357,Доровин Евгений Владимирович,КПРФ,Город Москва,http://www.duma.gov.ru/upload/iblock/c06/c0638e31cdb6b3749281dfad6958faa0.jpg,6,http://www.duma.gov.ru/structure/deputies/131357/
131237,Доронин Сергей Александрович,«СПРАВЕДЛИВАЯ РОССИЯ»,Кировская область,http://www.duma.gov.ru/upload/iblock/349/3498ec64ab32ec55cc0dd0416d3b73f6.jpg,6,http://www.duma.gov.ru/structure/deputies/131237/
131493,Дорофеев Сергей Борисович,«ЕДИНАЯ РОССИЯ»,Новосибирская область,http://www.duma.gov.ru/upload/iblock/4fa/4faaa5a791b36534e200e09520e9971d.jpg,6,http://www.duma.gov.ru/structure/deputies/131493/
131358,Дорохин Павел Сергеевич,КПРФ,"Свердловская область - Каменск-Уральская, Свердловская область - Центральная",http://www.duma.gov.ru/upload/iblock/e9f/e9f903026965ee96bd80e2f4da0705d7.jpg,6,http://www.duma.gov.ru/structure/deputies/131358/
131238,Драпеко Елена Григорьевна,«СПРАВЕДЛИВАЯ РОССИЯ»,все субъекты Российской Федерации,http://www.duma.gov.ru/upload/iblock/c77/c77dfadde27f20fe2e5925397357aa1f.jpg,6,http://www.duma.gov.ru/structure/deputies/131238/
131283,Дроздов Илья Юрьевич,ЛДПР,"Ставропольский край, Кабардино-Балкарская Республика, Карачаево-Черкесская Республика, Республика Крым",http://www.duma.gov.ru/upload/iblock/11e/11e61d6e9581e5888a80c67d36fc2748.jpg,6,http://www.duma.gov.ru/structure/deputies/131283/
131359,Езерский Николай Николаевич,КПРФ,"Свердловская область - Нижнетагильская, Свердловская область - Первоуральская, Свердловская область - Серовская",http://www.duma.gov.ru/upload/iblock/ddc/ddcb3b0d5117247f1cf6ebdc66148394.jpg,6,http://www.duma.gov.ru/structure/deputies/131359/
131494,Езубов Алексей Петрович,«ЕДИНАЯ РОССИЯ»,Краснодарский край,http://www.duma.gov.ru/upload/iblock/5f3/5f3346dda3231f877594800c794cfca7.jpg,6,http://www.duma.gov.ru/structure/deputies/131494/
131239,Емельянов Михаил Васильевич,«СПРАВЕДЛИВАЯ РОССИЯ»,Ростовская область,http://www.duma.gov.ru/upload/iblock/4cc/4cc88d20f5c7a00006b8ec2d693a8ab6.jpg,6,http://www.duma.gov.ru/structure/deputies/131239/
131240,Епифанова Ольга Николаевна,«СПРАВЕДЛИВАЯ РОССИЯ»,"Республика Коми, Архангельская область",http://www.duma.gov.ru/upload/iblock/62b/62ba7fe7f8b0b576f24778db0dad2627.jpg,6,http://www.duma.gov.ru/structure/deputies/131240/
131495,Есяков Сергей Яковлевич,«ЕДИНАЯ РОССИЯ»,Пензенская область,http://www.duma.gov.ru/upload/iblock/697/6975152d2d66a7ed4539630588ff7f67.jpg,6,http://www.duma.gov.ru/structure/deputies/131495/
131496,Ефимов Виталий Борисович,«ЕДИНАЯ РОССИЯ»,Республика Мордовия,http://www.duma.gov.ru/upload/iblock/4c5/4c5b9649ab2edd669df891733cbd1e55.jpg,6,http://www.duma.gov.ru/structure/deputies/131496/
131497,Жарков Антон Викторович,«ЕДИНАЯ РОССИЯ»,Город Москва,http://www.duma.gov.ru/upload/iblock/f0c/f0c8eb96b2769910f8d783991155cd09.jpg,6,http://www.duma.gov.ru/structure/deputies/131497/
131498,Железняк Сергей Владимирович,«ЕДИНАЯ РОССИЯ»,Город Москва,http://www.duma.gov.ru/upload/iblock/3f0/3f075cd50159b462c26e83dac5122e11.jpg,6,http://www.duma.gov.ru/structure/deputies/131498/
131284,Жигарев Сергей Александрович,ЛДПР,"Московская область - Истринская, Московская область - Подольская, Московская область - Серпуховская, Московская область - Химкинская, Тверская область",http://www.duma.gov.ru/upload/iblock/e18/e1863a71472de3a9b11e738e39fe80d9.jpg,6,http://www.duma.gov.ru/structure/deputies/131284/
131285,Жириновский Владимир Вольфович,ЛДПР,"все субъекты Российской Федерации, Республика Крым, Город Севастополь",http://www.duma.gov.ru/upload/iblock/f4f/f4f1d6f2ca0b7527fa186a8086b5f229.jpg,6,http://www.duma.gov.ru/structure/deputies/131285/
131499,Жуков Александр Дмитриевич,«ЕДИНАЯ РОССИЯ»,Калининградская область,http://www.duma.gov.ru/upload/iblock/46c/46c515016e49f8485fade9878f7a9a95.JPG,6,http://www.duma.gov.ru/structure/deputies/131499/
131500,Журавлев Алексей Александрович,«ЕДИНАЯ РОССИЯ»,Воронежская область,http://www.duma.gov.ru/upload/iblock/4f5/4f5a66ecc4f47b95ed2858ee0d414436.jpg,6,http://www.duma.gov.ru/structure/deputies/131500/
131286,Журавлев Сергей Валерианович,ЛДПР,"Воронежская область, Липецкая область",http://www.duma.gov.ru/upload/iblock/1f8/1f877c49668a6dadc1cf205e4a21997c.jpg,6,http://www.duma.gov.ru/structure/deputies/131286/
131287,Журко Василий Васильевич,ЛДПР,"Челябинская область - Златоустовская, Челябинская область - Магнитогорская, Чувашская Республика - Чувашия",http://www.duma.gov.ru/upload/iblock/dd7/dd701e8d7417a1712309766387b4089d.jpg,6,http://www.duma.gov.ru/structure/deputies/131287/
242634,Журова Светлана Сергеевна,«ЕДИНАЯ РОССИЯ»,Ленинградская область,http://www.duma.gov.ru/upload/iblock/e7d/e7d5e984d3590ce5e4b55a0f75d00c82.jpg,6,http://www.duma.gov.ru/structure/deputies/242634/
131501,Завальный Павел Николаевич,«ЕДИНАЯ РОССИЯ»,Ханты-Мансийский автономный округ - Югра,http://www.duma.gov.ru/upload/iblock/5b5/5b562d61447f3e72413ea41150b14f68.jpg,6,http://www.duma.gov.ru/structure/deputies/131501/
131502,Заварзин Виктор Михайлович,«ЕДИНАЯ РОССИЯ»,Оренбургская область,http://www.duma.gov.ru/upload/iblock/66d/66dcb859b352622ed01bcee9d61ba4fd.jpg,6,http://www.duma.gov.ru/structure/deputies/131502/
131360,Заполев Михаил Михайлович,КПРФ,Алтайский край,http://www.duma.gov.ru/upload/iblock/6ed/6ed5e52c9c67b2a1ee9da7f3dffecc28.jpg,6,http://www.duma.gov.ru/structure/deputies/131360/
131503,Звагельский Виктор Фридрихович,«ЕДИНАЯ РОССИЯ»,Город Москва,http://www.duma.gov.ru/upload/iblock/2b3/2b30b98d5f5c3fdbaf03309092f29b63.jpg,6,http://www.duma.gov.ru/structure/deputies/131503/
131288,Зелинский Ян Викторович,ЛДПР,"Омская область, Республика Тыва",http://www.duma.gov.ru/upload/iblock/bd4/bd49c8195372d8a25f71417cd1167ed5.jpg,6,http://www.duma.gov.ru/structure/deputies/131288/
131289,Золочевский Виталий Сергеевич,ЛДПР,"Владимирская область, Белгородская область",http://www.duma.gov.ru/upload/iblock/1a5/1a5b694aa2bac3ae3ad2cccb4acbbd40.jpg,6,http://www.duma.gov.ru/structure/deputies/131289/
131241,Зотов Игорь Львович,«СПРАВЕДЛИВАЯ РОССИЯ»,Тульская область,http://www.duma.gov.ru/upload/iblock/623/6238aa5b694275a0934a6862fbb76022.jpg,6,http://www.duma.gov.ru/structure/deputies/131241/
131073,Зубицкий Борис Давыдович,«ЕДИНАЯ РОССИЯ»,Тульская область,http://www.duma.gov.ru/upload/iblock/6ef/6ef298ad6147759baca726e384367ed3.jpg,6,http://www.duma.gov.ru/structure/deputies/131073/
131361,Зюганов Геннадий Андреевич,КПРФ,"все субъекты Российской Федерации, Республика Крым, Город Севастополь",http://www.duma.gov.ru/upload/iblock/5c9/5c9dc8851d24eadab3e659f3e16e49f1.jpg,6,http://www.duma.gov.ru/structure/deputies/131361/
187705,Иванов Валерий Викторович,«ЕДИНАЯ РОССИЯ»,Ивановская область,http://www.duma.gov.ru/upload/iblock/3ec/3ecf81e3038c2c27129c5d6d494e28ec.jpg,6,http://www.duma.gov.ru/structure/deputies/187705/
131362,Иванов Николай Николаевич,КПРФ,Курская область,http://www.duma.gov.ru/upload/iblock/5cc/5cc73f54f83dc72dab317cc8a563d0a2.jpg,6,http://www.duma.gov.ru/structure/deputies/131362/
131290,Иванов Сергей Владимирович,ЛДПР,"Московская область - Дмитровская, Московская область - Коломенская, Московская область - Люберецкая, Московская область - Ногинская, Курская область, Орловская область",http://www.duma.gov.ru/upload/iblock/c75/c75505db2f9b9314267975800f790c16.jpg,6,http://www.duma.gov.ru/structure/deputies/131290/
131363,Иванюженков Борис Викторович,КПРФ,Московская область,http://www.duma.gov.ru/upload/iblock/8e7/8e794396941a2de4baccf1c1c1b0455d.jpg,6,http://www.duma.gov.ru/structure/deputies/131363/
131074,Игошин Игорь Николаевич,«ЕДИНАЯ РОССИЯ»,Владимирская область,http://www.duma.gov.ru/upload/iblock/0a8/0a886e30468dcfd6b86cc7a94e45a32c.jpg,6,http://www.duma.gov.ru/structure/deputies/131074/
131364,Иконников Василий Николаевич,КПРФ,Орловская область,http://www.duma.gov.ru/upload/iblock/731/731f2158123d1281cb2bc2a1b52470f5.jpg,6,http://www.duma.gov.ru/structure/deputies/131364/
131075,Ильтяков Александр Владимирович,«ЕДИНАЯ РОССИЯ»,Курганская область,http://www.duma.gov.ru/upload/iblock/757/757e01326b6b9751ff1eb2bc6481c7ff.jpg,6,http://www.duma.gov.ru/structure/deputies/131075/
131076,Ильясов Радик Сабитович,«ЕДИНАЯ РОССИЯ»,Республика Татарстан (Татарстан),http://www.duma.gov.ru/upload/iblock/4c7/4c70b9b6fca342454a8afcd2814415b9.jpg,6,http://www.duma.gov.ru/structure/deputies/131076/
131077,Исаев Андрей Константинович,«ЕДИНАЯ РОССИЯ»,Город Москва,http://www.duma.gov.ru/upload/iblock/b6d/b6d475b130fc365cf2735699cceddea1.jpg,6,http://www.duma.gov.ru/structure/deputies/131077/
834470,Ишмухаметов Рустам Рифатович,«ЕДИНАЯ РОССИЯ»,Республика Башкортостан,http://www.duma.gov.ru/upload/iblock/318/3182e90a43bad2b0942a9bd2527274de.jpg,6,http://www.duma.gov.ru/structure/deputies/834470/
131291,Ищенко Антон Анатольевич,ЛДПР,"Саратовская область, Пензенская область",http://www.duma.gov.ru/upload/iblock/cb5/cb5ca1f5838cb916b9337ce4ad918398.jpg,6,http://www.duma.gov.ru/structure/deputies/131291/
131081,Кабанова Валентина Викторовна,«ЕДИНАЯ РОССИЯ»,Московская область,http://www.duma.gov.ru/upload/iblock/52a/52ab59e333179c4675f08d5f2fe64594.jpg,6,http://www.duma.gov.ru/structure/deputies/131081/
131244,Казаков Алексей Валерьевич,«СПРАВЕДЛИВАЯ РОССИЯ»,Смоленская область,http://www.duma.gov.ru/upload/iblock/9ca/9cae1e67a2ecc98a9014d7ba2978244c.jpg,6,http://www.duma.gov.ru/structure/deputies/131244/
131082,Казаков Виктор Алексеевич,«ЕДИНАЯ РОССИЯ»,Самарская область,http://www.duma.gov.ru/upload/iblock/a2f/a2f460af09c34b6c8e712fc331446fa2.jpg,6,http://www.duma.gov.ru/structure/deputies/131082/
157071,Казакова Ольга Михайловна,«ЕДИНАЯ РОССИЯ»,Ставропольский край,http://www.duma.gov.ru/upload/iblock/9a7/9a7aeca46a6b9d1f72268e4b43656574.jpg,6,http://www.duma.gov.ru/structure/deputies/157071/
131365,Калашников Леонид Иванович,КПРФ,Самарская область,http://www.duma.gov.ru/upload/iblock/807/807ec2d32edba454243f27789b710c26.jpg,6,http://www.duma.gov.ru/structure/deputies/131365/
131293,Калюжный Руслан Валерьевич,ЛДПР,Приморский край,http://www.duma.gov.ru/upload/iblock/2d7/2d742c850040c066a1a7214c8a2c90a6.jpg,6,http://www.duma.gov.ru/structure/deputies/131293/
131083,Каминский Александр Викторович,«ЕДИНАЯ РОССИЯ»,Ростовская область,http://www.duma.gov.ru/upload/iblock/d12/d123a9eaca373e4be00c89bed80ae603.jpg,6,http://www.duma.gov.ru/structure/deputies/131083/
131294,Каргинов Сергей Генрихович,ЛДПР,"Вологодская область, Новгородская область",http://www.duma.gov.ru/upload/iblock/17d/17db8951817cc070e10c86293c757399.jpg,6,http://www.duma.gov.ru/structure/deputies/131294/
131085,Карелин Александр Александрович,«ЕДИНАЯ РОССИЯ»,Новосибирская область,http://www.duma.gov.ru/upload/iblock/4e5/4e59f62046da2edf9e9e04527e489713.jpg,6,http://www.duma.gov.ru/structure/deputies/131085/
131087,Карлов Георгий Александрович,«ЕДИНАЯ РОССИЯ»,Сахалинская область,http://www.duma.gov.ru/upload/iblock/52e/52e4b06012520aeef59c60be903f6537.jpg,6,http://www.duma.gov.ru/structure/deputies/131087/
131088,Кармазина Раиса Васильевна,«ЕДИНАЯ РОССИЯ»,Красноярский край,http://www.duma.gov.ru/upload/iblock/17f/17f178fa67d618961e83c6ce339bff2e.jpg,6,http://www.duma.gov.ru/structure/deputies/131088/
131089,Карпов Анатолий Евгеньевич,«ЕДИНАЯ РОССИЯ»,Тюменская область,http://www.duma.gov.ru/upload/iblock/366/3663bf352e09e08054846e5d0b8d6197.jpg,6,http://www.duma.gov.ru/structure/deputies/131089/
232140,Катасонов Сергей Михайлович,ЛДПР,Оренбургская область,http://www.duma.gov.ru/upload/iblock/aae/aae81ce8aea3ac26e81e7c2dd25d2e28.jpg,6,http://www.duma.gov.ru/structure/deputies/232140/
131090,Качкаев Павел Рюрикович,«ЕДИНАЯ РОССИЯ»,Республика Башкортостан,http://www.duma.gov.ru/upload/iblock/7e0/7e039761450f2dc306adc5669417a5e4.jpg,6,http://www.duma.gov.ru/structure/deputies/131090/
131366,Кашин Борис Сергеевич,КПРФ,"Республика Карелия, Мурманская область",http://www.duma.gov.ru/upload/iblock/4ed/4ed86fe90258fa9f80bc7c2ac7c04636.jpg,6,http://www.duma.gov.ru/structure/deputies/131366/
131367,Кашин Владимир Иванович,КПРФ,"все субъекты Российской Федерации, Республика Крым, Город Севастополь",http://www.duma.gov.ru/upload/iblock/9c2/9c281f9f26f62604f573929ebb49ff7c.jpg,6,http://www.duma.gov.ru/structure/deputies/131367/
131091,Квитка Иван Иванович,«ЕДИНАЯ РОССИЯ»,Тюменская область,http://www.duma.gov.ru/upload/iblock/2d5/2d5b5eb6e5cf8fb5b31e08fc7f72eb1f.jpg,6,http://www.duma.gov.ru/structure/deputies/131091/
131092,Кидяев Виктор Борисович,«ЕДИНАЯ РОССИЯ»,Тамбовская область,http://www.duma.gov.ru/upload/iblock/f11/f1157d0322c3c275b0942b55cf17b68a.jpg,6,http://www.duma.gov.ru/structure/deputies/131092/
1627591,Ким Олег Чанбокович,КПРФ,"Республика Татарстан (Татарстан) - Московская, Республика Татарстан (Татарстан) - Центральная",http://www.duma.gov.ru/bitrix/templates/duma2/img/no_photo_small.gif,6,http://www.duma.gov.ru/structure/deputies/1627591/
131094,Климов Виктор Владимирович,«ЕДИНАЯ РОССИЯ»,Республика Башкортостан,http://www.duma.gov.ru/upload/iblock/e12/e12c80b6d68687a7fcf5d3df9af93841.jpg,6,http://www.duma.gov.ru/structure/deputies/131094/
131097,Кобзон Иосиф Давыдович,«ЕДИНАЯ РОССИЯ»,Забайкальский край,http://www.duma.gov.ru/upload/iblock/bec/bec2cb227ec26061773e0366396dd74e.jpg,6,http://www.duma.gov.ru/structure/deputies/131097/
1332008,Ковалёв Анатолий Дмитриевич,«ЕДИНАЯ РОССИЯ»,Калужская область,http://www.duma.gov.ru/upload/iblock/b1c/b1c09a6885457405468f1471656454eb.jpg,6,http://www.duma.gov.ru/structure/deputies/1332008/
131098,Ковалев Николай Дмитриевич,«ЕДИНАЯ РОССИЯ»,Орловская область,http://www.duma.gov.ru/upload/iblock/031/0317e7a485e198ac1e2ba7a5e40ab3e7.jpg,6,http://www.duma.gov.ru/structure/deputies/131098/
131099,Когогина Альфия Гумаровна,«ЕДИНАЯ РОССИЯ»,Республика Татарстан (Татарстан),http://www.duma.gov.ru/upload/iblock/c61/c61ded3a69bb1c9786bd65af9d683026.jpg,6,http://www.duma.gov.ru/structure/deputies/131099/
131100,Кожевникова Мария Александровна,«ЕДИНАЯ РОССИЯ»,Город Москва,http://www.duma.gov.ru/upload/iblock/dbf/dbf0abee271469a5a95ad26e5faa948c.jpg,6,http://www.duma.gov.ru/structure/deputies/131100/
131101,Колесник Андрей Иванович,«ЕДИНАЯ РОССИЯ»,Калининградская область,http://www.duma.gov.ru/upload/iblock/458/458d656e823784f824c37b4c7c167579.jpg,6,http://www.duma.gov.ru/structure/deputies/131101/
131102,Колесников Олег Алексеевич,«ЕДИНАЯ РОССИЯ»,Челябинская область,http://www.duma.gov.ru/upload/iblock/b10/b106682f81c9f2597a6e4d51cf53f361.jpg,6,http://www.duma.gov.ru/structure/deputies/131102/
131368,Коломейцев Виктор Андреевич,КПРФ,Ростовская область,http://www.duma.gov.ru/upload/iblock/192/19286a1bd991c00313c08eec2211b56c.jpg,6,http://www.duma.gov.ru/structure/deputies/131368/
131369,Коломейцев Николай Васильевич,КПРФ,"Ростовская область, Республика Крым",http://www.duma.gov.ru/upload/iblock/7db/7dbc79cfbd1c4e994d9f76530a52fcbd.jpg,6,http://www.duma.gov.ru/structure/deputies/131369/
131370,Комоедов Владимир Петрович,КПРФ,"все субъекты Российской Федерации, Город Севастополь",http://www.duma.gov.ru/upload/iblock/d11/d1171c8b2177f8e8d959a3b84009d841.jpg,6,http://www.duma.gov.ru/structure/deputies/131370/
131371,Комоцкий Борис Олегович,КПРФ,"Калужская область, Смоленская область",http://www.duma.gov.ru/upload/iblock/0b0/0b0428fa1a14bb84da024865abbcc9a3.jpg,6,http://www.duma.gov.ru/structure/deputies/131371/
270917,Кононенко Дмитрий Халарович,КПРФ,Московская область,http://www.duma.gov.ru/upload/iblock/f33/f33fd511b256b9e8718cb511a8586308.jpg,6,http://www.duma.gov.ru/structure/deputies/270917/
131103,Кононов Владимир Михайлович,«ЕДИНАЯ РОССИЯ»,Московская область,http://www.duma.gov.ru/upload/iblock/2b1/2b11450c60cb5e6d48965ab434f1611e.jpg,6,http://www.duma.gov.ru/structure/deputies/131103/
131372,Корниенко Алексей Викторович,КПРФ,Приморский край,http://www.duma.gov.ru/upload/iblock/b30/b300bb045621603f4744f5e3870db6a4.jpg,6,http://www.duma.gov.ru/structure/deputies/131372/
131106,Костунов Илья Евгеньевич,«ЕДИНАЯ РОССИЯ»,Воронежская область,http://www.duma.gov.ru/upload/iblock/e06/e0698c48d921124f739867654350e9c9.jpg,6,http://www.duma.gov.ru/structure/deputies/131106/
131373,Кочиев Роберт Иванович,КПРФ,Республика Северная Осетия - Алания,http://www.duma.gov.ru/upload/iblock/980/9803c554f4b95b02be023a625b2fe1fd.jpg,6,http://www.duma.gov.ru/structure/deputies/131373/
131374,Кравец Александр Алексеевич,КПРФ,"Омская область, Томская область",http://www.duma.gov.ru/upload/iblock/64f/64f79d5aa2bf72341cd43d7f4d061efd.jpg,6,http://www.duma.gov.ru/structure/deputies/131374/
1357252,Кравцов Александр Владимирович,«СПРАВЕДЛИВАЯ РОССИЯ»,Омская область,http://www.duma.gov.ru/upload/iblock/60a/60a40fa1884a5c4ebcf65da00dc234b0.jpg,6,http://www.duma.gov.ru/structure/deputies/1357252/
131107,Кравченко Валерий Николаевич,«ЕДИНАЯ РОССИЯ»,Краснодарский край,http://www.duma.gov.ru/upload/iblock/81a/81abb45d18c5760b1e7b31a25d43487b.jpg,6,http://www.duma.gov.ru/structure/deputies/131107/
455877,Красильникова Ольга Константиновна,«СПРАВЕДЛИВАЯ РОССИЯ»,Владимирская область,http://www.duma.gov.ru/upload/iblock/454/454b2c4727624c465069a1bce9ec0d30.jpg,6,http://www.duma.gov.ru/structure/deputies/455877/
131108,Красов Андрей Леонидович,«ЕДИНАЯ РОССИЯ»,Рязанская область,http://www.duma.gov.ru/upload/iblock/4b8/4b860283d32c5fe6ffa9d00e5417f1c7.jpg,6,http://www.duma.gov.ru/structure/deputies/131108/
131109,Крашенинников Павел Владимирович,«ЕДИНАЯ РОССИЯ»,Республика Башкортостан,http://www.duma.gov.ru/upload/iblock/b86/b86ea91a60c85b134f4563ae257f96c7.jpg,6,http://www.duma.gov.ru/structure/deputies/131109/
131110,Кретов Александр Владимирович,«ЕДИНАЯ РОССИЯ»,Челябинская область,http://www.duma.gov.ru/upload/iblock/3ed/3edafe61ac8538586155c21fe1e587ba.jpg,6,http://www.duma.gov.ru/structure/deputies/131110/
131111,Кривоносов Сергей Владимирович,«ЕДИНАЯ РОССИЯ»,Краснодарский край,http://www.duma.gov.ru/upload/iblock/1e5/1e53c3cfb1f99f8575e924e0f69e358e.jpg,6,http://www.duma.gov.ru/structure/deputies/131111/
131295,Кропачев Александр Сергеевич,ЛДПР,"Краснодарский край - Армавирская, Краснодарский край - Каневская, Республика Дагестан, Республика Ингушетия",http://www.duma.gov.ru/upload/iblock/ca0/ca0e4a4f14c7abfb5816cc6a50e173f8.jpg,6,http://www.duma.gov.ru/structure/deputies/131295/
131112,Крупенников Владимир Александрович,«ЕДИНАЯ РОССИЯ»,Город Москва,http://www.duma.gov.ru/upload/iblock/591/5912212666a533510b96acec34305c4d.jpg,6,http://www.duma.gov.ru/structure/deputies/131112/
131245,Крутов Андрей Дмитриевич,«СПРАВЕДЛИВАЯ РОССИЯ»,Иркутская область,http://www.duma.gov.ru/upload/iblock/9f9/9f96a1c1efb8c0ae33a3c6577d35f1e8.jpg,6,http://www.duma.gov.ru/structure/deputies/131245/
235403,Кузин Сергей Павлович,«ЕДИНАЯ РОССИЯ»,Город Москва,http://www.duma.gov.ru/upload/iblock/666/6666a0f2058e57f0e39c9da9ea35077c.jpg,6,http://www.duma.gov.ru/structure/deputies/235403/
648567,Кузьмин Николай Алексеевич,КПРФ,Ленинградская область,http://www.duma.gov.ru/upload/iblock/165/16530fb72271adc82f21465a8c9103c1.jpg,6,http://www.duma.gov.ru/structure/deputies/648567/
131246,Кузьмина Алла Владимировна,«СПРАВЕДЛИВАЯ РОССИЯ»,"Хабаровский край, Сахалинская область, Еврейская автономная область",http://www.duma.gov.ru/upload/iblock/011/011cba197e268246637b4c42d3287590.jpg,6,http://www.duma.gov.ru/structure/deputies/131246/
131113,Кузьминых Тамара Гавриловна,«ЕДИНАЯ РОССИЯ»,Республика Коми,http://www.duma.gov.ru/upload/iblock/f7c/f7ca6b38c2d4edf51aa7ed56dab1c6c4.jpg,6,http://www.duma.gov.ru/structure/deputies/131113/
131114,Кузьмичева Екатерина Ивановна,«ЕДИНАЯ РОССИЯ»,Самарская область,http://www.duma.gov.ru/upload/iblock/bc2/bc2fca1e139ddb3fe91c33aea736956b.jpg,6,http://www.duma.gov.ru/structure/deputies/131114/
131115,Кулик Геннадий Васильевич,«ЕДИНАЯ РОССИЯ»,Курская область,http://www.duma.gov.ru/upload/iblock/cde/cde0e1eadc12b30726142f313788c702.jpg,6,http://www.duma.gov.ru/structure/deputies/131115/
131375,Куликов Александр Дмитриевич,КПРФ,Ярославская область,http://www.duma.gov.ru/upload/iblock/8bd/8bd79ae5f87471bbdcd4f2accae2b90d.jpg,6,http://www.duma.gov.ru/structure/deputies/131375/
131376,Куликов Олег Анатольевич,КПРФ,Пермский край,http://www.duma.gov.ru/upload/iblock/0c9/0c970841e8f7e705dfc68cc80cff1abe.jpg,6,http://www.duma.gov.ru/structure/deputies/131376/
131377,Кумин Вадим Валентинович,КПРФ,Город Москва,http://www.duma.gov.ru/upload/iblock/e38/e3898ac9e81075330302ea3b98472f67.jpg,6,http://www.duma.gov.ru/structure/deputies/131377/
239917,Куранов Григорий Владимирович,«ЕДИНАЯ РОССИЯ»,Пермский край,http://www.duma.gov.ru/upload/iblock/6f5/6f5c5160ee97edd502851f4353c1cac0.jpg,6,http://www.duma.gov.ru/structure/deputies/239917/
131116,Курбанов Ризван Даниялович,«ЕДИНАЯ РОССИЯ»,Республика Дагестан,http://www.duma.gov.ru/upload/iblock/096/096dc8ed83c9f25ee3873423152288aa.jpg,6,http://www.duma.gov.ru/structure/deputies/131116/
131297,Курдюмов Александр Борисович,ЛДПР,Нижегородская область,http://www.duma.gov.ru/upload/iblock/f85/f8520e167c426b6a0e24aeb18e998934.jpg,6,http://www.duma.gov.ru/structure/deputies/131297/
455878,Лазарев Константин Александрович,КПРФ,"Хабаровский край, Еврейская автономная область",http://www.duma.gov.ru/upload/iblock/8bd/8bd7a475acb9051212ff7558e5f99d48.jpg,6,http://www.duma.gov.ru/structure/deputies/455878/
131247,Лакутин Николай Афанасьевич,«СПРАВЕДЛИВАЯ РОССИЯ»,"Республика Башкортостан - Бирская, Республика Башкортостан - Уфимская",http://www.duma.gov.ru/upload/iblock/a3f/a3fda7c8ce3ea2062d8476bd9f958e87.jpg,6,http://www.duma.gov.ru/structure/deputies/131247/
131298,Лебедев Игорь Владимирович,ЛДПР,"все субъекты Российской Федерации, Республика Крым, Город Севастополь",http://www.duma.gov.ru/upload/iblock/918/9187871bec522e43db3b9f7118610094.jpg,6,http://www.duma.gov.ru/structure/deputies/131298/
137045,Лебедев Олег Александрович,КПРФ,Тульская область,http://www.duma.gov.ru/upload/iblock/25f/25f1642abe1ad0b5d5f2f7f6f1bab321.jpg,6,http://www.duma.gov.ru/structure/deputies/137045/
131118,Лебедев Олег Владимирович,«ЕДИНАЯ РОССИЯ»,Белгородская область,http://www.duma.gov.ru/upload/iblock/8b6/8b65401c84bf9c2666abbbf51f574e09.jpg,6,http://www.duma.gov.ru/structure/deputies/131118/
131248,Левин Леонид Леонидович,«СПРАВЕДЛИВАЯ РОССИЯ»,все субъекты Российской Федерации,http://www.duma.gov.ru/upload/iblock/422/4227fcc76996ea5c28d3359039f22a35.jpg,6,http://www.duma.gov.ru/structure/deputies/131248/
131688,Ледков Григорий Петрович,«ЕДИНАЯ РОССИЯ»,Ямало-Ненецкий автономный округ,http://www.duma.gov.ru/upload/iblock/302/302aa091f42d932fd700a2fc0a05193b.jpg,6,http://www.duma.gov.ru/structure/deputies/131688/
131119,Липатов Юрий Александрович,«ЕДИНАЯ РОССИЯ»,Московская область,http://www.duma.gov.ru/upload/iblock/cc3/cc342dd8adc08d82ec9af18e474f43ef.jpg,6,http://www.duma.gov.ru/structure/deputies/131119/
131299,Литвинцев Дмитрий Алексеевич,ЛДПР,Волгоградская область,http://www.duma.gov.ru/upload/iblock/656/656d4180e33b6be6eb3b1980719d4ba3.jpg,6,http://www.duma.gov.ru/structure/deputies/131299/
131250,Ломакин-Румянцев Александр Вадимович,«СПРАВЕДЛИВАЯ РОССИЯ»,все субъекты Российской Федерации,http://www.duma.gov.ru/upload/iblock/980/980ab056ea47a904c6436b0b88f09db9.jpg,6,http://www.duma.gov.ru/structure/deputies/131250/
