id,name,image,source,faction,area,birth_date,start_date,end_date,area_id,term
1756751,Бахметьев Виталий Викторович,http://www.duma.gov.ru/upload/iblock/264/264a9796e1e3e003e328e4a2b150602f.jpg,http://www.duma.gov.ru/structure/deputies/1756751/,«ЕДИНАЯРОССИЯ»,Челябинская область,1961-08-12,2016-09-18,,0192,7
1756752,Белеков Иван Итулович,http://www.duma.gov.ru/upload/iblock/ebd/ebde792650a452d36db2af6783f13f25.jpg,http://www.duma.gov.ru/structure/deputies/1756752/,«ЕДИНАЯРОССИЯ»,Республика АлтайАлтайский крайКемеровская областьТомская область,1953-03-20,2016-09-18,,,7
1756753,Белик Дмитрий Анатольевич,http://www.duma.gov.ru/upload/iblock/94b/94b4c4094a3454363397b22ad71d9a6b.jpg,http://www.duma.gov.ru/structure/deputies/1756753/,«ЕДИНАЯРОССИЯ»,Город Севастополь,1969-10-17,2016-09-18,,0219,7
1756754,Белоусов Вадим Владимирович,http://www.duma.gov.ru/upload/iblock/cf3/cf33b7db20b5ec0c6b8c3dc4f28ce5ab.jpg,http://www.duma.gov.ru/structure/deputies/1756754/,«СПРАВЕДЛИВАЯРОССИЯ»,Удмуртская РеспубликаКировская областьТамбовская область,1960-10-02,2016-09-18,,,7
1756755,Бугера Михаил Евгеньевич,http://www.duma.gov.ru/upload/iblock/edf/edfd918b3a078429fb3b95c341c6003a.jpg,http://www.duma.gov.ru/structure/deputies/1756755/,«ЕДИНАЯРОССИЯ»,Республика Башкортостан,1961-01-14,2016-09-18,,,7
1756756,Березуцкий Юрий Николаевич,http://www.duma.gov.ru/upload/iblock/4c0/4c057e48c9750ff7ee876e6f7e0b18c4.jpg,http://www.duma.gov.ru/structure/deputies/1756756/,«ЕДИНАЯРОССИЯ»,Камчатский крайХабаровский крайАмурская областьМагаданская областьЕврейская автономная областьЧукотский автономный округ,1956-08-08,2016-09-18,,,7
1756757,Беспалова Марина Павловна,http://www.duma.gov.ru/upload/iblock/74d/74d8886cd36a2985825fdb4c495739b8.jpg,http://www.duma.gov.ru/structure/deputies/1756757/,«ЕДИНАЯРОССИЯ»,Оренбургская областьСамарская областьУльяновская область,1963-07-26,2016-09-18,,,7
1756758,Бидонько Сергей Юрьевич,http://www.duma.gov.ru/upload/iblock/780/7806962a37e0b429aab9329bb7776d76.jpg,http://www.duma.gov.ru/structure/deputies/1756758/,«ЕДИНАЯРОССИЯ»,Свердловская область,1975-08-18,2016-09-18,,0174,7
1756759,Бикбаев Ильдар Зинурович,http://www.duma.gov.ru/upload/iblock/9f0/9f0048e60124e865ef5f6c3b5af343e5.jpg,http://www.duma.gov.ru/structure/deputies/1756759/,«ЕДИНАЯРОССИЯ»,Республика Башкортостан,1959-02-15,2016-09-18,,0004,7
1756760,Бифов Анатолий Жамалович,http://www.duma.gov.ru/upload/iblock/19a/19ad911e6e041769c61f0bda4135c90c.jpg,http://www.duma.gov.ru/structure/deputies/1756760/,КПР,Республика ИнгушетияКабардино-Балкарская РеспубликаКарачаево-Черкесская РеспубликаРеспублика Северная Осетия – АланияЧеченская РеспубликаСтавропольский край,1963-01-07,2016-09-18,,,7
1756761,Блоцкий Владимир Николаевич,http://www.duma.gov.ru/upload/iblock/18a/18a7fb13f4f927e193270b178dd9eed0.jpg,http://www.duma.gov.ru/structure/deputies/1756761/,КПР,Нижегородская область,1977-11-10,2016-09-18,,,7
1756762,Богодухов Владимир Иванович,http://www.duma.gov.ru/upload/iblock/a90/a9048566e17f50e29732070ac3831833.jpg,http://www.duma.gov.ru/structure/deputies/1756762/,«ЕДИНАЯРОССИЯ»,Владимирская областьВоронежская областьЛипецкая областьРязанская область,1961-02-15,2016-09-18,,,7
1756763,Боева Наталья Дмитриевна,http://www.duma.gov.ru/upload/iblock/845/845ada3b2a6b82387f7230eb2ab7c783.jpg,http://www.duma.gov.ru/structure/deputies/1756763/,«ЕДИНАЯРОССИЯ»,Краснодарский край,1951-12-26,2016-09-18,,0053,7
1756764,Бокк Владимир Владимирович,http://www.duma.gov.ru/upload/iblock/469/4699447ab6348c827cc4260dad2c573c.jpg,http://www.duma.gov.ru/structure/deputies/1756764/,«ЕДИНАЯРОССИЯ»,Самарская область,1953-06-18,2016-09-18,,0159,7
1756765,Бондаренко Елена Вениаминовна,http://www.duma.gov.ru/upload/iblock/033/033b42d6db569a53fdffbaaa42cba120.jpg,http://www.duma.gov.ru/structure/deputies/1756765/,«ЕДИНАЯРОССИЯ»,Ставропольский край,1968-06-10,2016-09-18,,0068,7
1756766,Бондарь Оксана Андреевна,http://www.duma.gov.ru/upload/iblock/72e/72e186ea7de2b826b35243e64aeb404d.jpg,http://www.duma.gov.ru/structure/deputies/1756766/,«ЕДИНАЯРОССИЯ»,Магаданская область,1974-02-25,2016-09-18,,0116,7
1756767,Боярский Сергей Михайлович,http://www.duma.gov.ru/upload/iblock/77c/77cdc9bc9190937465dd36b8b161816d.jpg,http://www.duma.gov.ru/structure/deputies/1756767/,«ЕДИНАЯРОССИЯ»,город Санкт-Петербург,1980-01-24,2016-09-18,,,7
1756768,Брыкин Николай Гаврилович,http://www.duma.gov.ru/upload/iblock/df1/df1427588c864ee2a1bdccbcebc878c7.jpg,http://www.duma.gov.ru/structure/deputies/1756768/,«ЕДИНАЯРОССИЯ»,Тюменская областьХанты-Мансийский автономный округ – ЮграЯмало-Ненецкий автономный округ,1959-11-25,2016-09-18,,,7
1756769,Будуев Николай Робертович,http://www.duma.gov.ru/upload/iblock/7f7/7f76a448bfb585ff3c250bd4cb40af85.jpg,http://www.duma.gov.ru/structure/deputies/1756769/,«ЕДИНАЯРОССИЯ»,Республика БурятияЗабайкальский крайИркутская область,1974-03-24,2016-09-18,,,7
1756770,Бузилов Валерий Викторович,http://www.duma.gov.ru/upload/iblock/2d3/2d3e05c97a2965612520cc1844ea6842.jpg,http://www.duma.gov.ru/structure/deputies/1756770/,«ЕДИНАЯРОССИЯ»,Удмуртская Республика,1953-09-26,2016-09-18,,0034,7
1756771,Бурнашов Алексей Леонидович,http://www.duma.gov.ru/upload/iblock/553/5531b3103e478be596879a8350b93fbc.jpg,http://www.duma.gov.ru/structure/deputies/1756771/,«ЕДИНАЯРОССИЯ»,Пермский край,1973-06-28,2016-09-18,,0059,7
1756772,Хасанов Мурат Русланович,http://www.duma.gov.ru/upload/iblock/7a7/7a775dab7bda401cc810134527ec194c.jpg,http://www.duma.gov.ru/structure/deputies/1756772/,«ЕДИНАЯРОССИЯ»,Республика Адыгея (Адыгея),1970-12-10,2016-09-18,,,7
1756773,Харсиев Алихан Анатольевич,http://www.duma.gov.ru/upload/iblock/4b9/4b9a05c8656cb683f991c01196c07b6a.jpg,http://www.duma.gov.ru/structure/deputies/1756773/,«ЕДИНАЯРОССИЯ»,Республика Ингушетия,1956-06-10,2016-09-18,,0013,7
1756774,Веллер Алексей Борисович,http://www.duma.gov.ru/upload/iblock/531/531e424ef0c10dfff6c5318a92611337.jpg,http://www.duma.gov.ru/structure/deputies/1756774/,«ЕДИНАЯРОССИЯ»,Мурманская область,1966-01-09,2016-09-18,,0128,7
1756775,Ветлужских Андрей Леонидович,http://www.duma.gov.ru/upload/iblock/e10/e106677d8cf953bf7ad4082b53cf3b52.jpg,http://www.duma.gov.ru/structure/deputies/1756775/,«ЕДИНАЯРОССИЯ»,Свердловская область,1961-08-05,2016-09-18,,,7
1756776,Власов Василий Максимович,http://www.duma.gov.ru/upload/iblock/92a/92a4e582018685f5055e184a2648351a.jpg,http://www.duma.gov.ru/structure/deputies/1756776/,ЛДПР,город МоскваВладимирская область,1995-06-27,2016-09-18,,,7
1756777,Водолацкий Виктор Петрович,http://www.duma.gov.ru/upload/iblock/189/189bab1611839bd99750dc74e4c87698.jpg,http://www.duma.gov.ru/structure/deputies/1756777/,«ЕДИНАЯРОССИЯ»,Республика КалмыкияСтавропольский крайАстраханская областьРостовская область,1957-08-19,2016-09-18,,,7
1756778,Воевода Алексей Иванович,http://www.duma.gov.ru/upload/iblock/83e/83ea81089a7e38ecb7d795955d95f45f.jpg,http://www.duma.gov.ru/structure/deputies/1756778/,«ЕДИНАЯРОССИЯ»,Краснодарский край,1980-05-09,2016-09-18,,,7
1756779,Воробьев Александр Васильевич,http://www.duma.gov.ru/upload/iblock/c71/c715fe1b3ac0b2b0d905a746e9d76b87.jpg,http://www.duma.gov.ru/structure/deputies/1756779/,«ЕДИНАЯРОССИЯ»,Республика Марий ЭлРеспублика МордовияЧувашская Республика – ЧувашияНижегородская область,1954-05-27,2016-09-18,,,7
1756780,Воронина Татьяна Евгеньевна,http://www.duma.gov.ru/upload/iblock/80f/80f3c106c402a884930fc065019b3de3.jpg,http://www.duma.gov.ru/structure/deputies/1756780/,«ЕДИНАЯРОССИЯ»,Курская область,1962-01-04,2016-09-18,,0109,7
1756781,Гадыльшин Мурад Асфандиарович,http://www.duma.gov.ru/upload/iblock/bc7/bc78615056a644cb96c397e28884594d.jpg,http://www.duma.gov.ru/structure/deputies/1756781/,«ЕДИНАЯРОССИЯ»,Республика Татарстан (Татарстан),1958-08-07,2016-09-18,,,7
1756782,Фролова Тамара Ивановна,http://www.duma.gov.ru/upload/iblock/ba3/ba3ed49558acb3c21931cd403d5cf9b7.jpg,http://www.duma.gov.ru/structure/deputies/1756782/,«ЕДИНАЯРОССИЯ»,Волгоградская областьПензенская областьСаратовская областьТамбовская область,1959-11-02,2016-09-18,,,7
1756783,Фирюлин Иван Иванович,http://www.duma.gov.ru/upload/iblock/805/805574f421124803d60225119ee73f43.jpg,http://www.duma.gov.ru/structure/deputies/1756783/,«ЕДИНАЯРОССИЯ»,Волгоградская областьПензенская областьСаратовская областьТамбовская область,1954-09-10,2016-09-18,,,7
1756784,Фетисов Вячеслав Александрович,http://www.duma.gov.ru/upload/iblock/851/851f763e515328251c3d953c09583395.jpg,http://www.duma.gov.ru/structure/deputies/1756784/,«ЕДИНАЯРОССИЯ»,Московская область,1958-04-20,2016-09-18,,0124,7
1756785,Газгиреев Юшаа Орснакиевич,http://www.duma.gov.ru/upload/iblock/df8/df83399916d614a150fa01a313ed4867.jpg,http://www.duma.gov.ru/structure/deputies/1756785/,«ЕДИНАЯРОССИЯ»,Республика Ингушетия,1958-04-16,2016-09-18,,,7
1756786,Газзаев Валерий Георгиевич,http://www.duma.gov.ru/upload/iblock/d66/d6652a64b6045d2c59f3b15f29fee3c4.jpg,http://www.duma.gov.ru/structure/deputies/1756786/,«СПРАВЕДЛИВАЯРОССИЯ»,Республика ДагестанРеспублика ИнгушетияКабардино-Балкарская РеспубликаКарачаево-Черкесская РеспубликаРеспублика Северная Осетия – АланияЧеченская Республика,1954-08-07,2016-09-18,,,7
1756787,Фаррахов Айрат Закиевич,http://www.duma.gov.ru/upload/iblock/44a/44a152c3cdbdbd83b726999c3b1e62b7.jpg,http://www.duma.gov.ru/structure/deputies/1756787/,«ЕДИНАЯРОССИЯ»,Республика Татарстан (Татарстан),1968-02-17,2016-09-18,,,7
1756788,Торощин Игорь Андреевич,http://www.duma.gov.ru/upload/iblock/80b/80bbac9e166cc1079b32e6e4ecec69f3.jpg,http://www.duma.gov.ru/structure/deputies/1756788/,ЛДПР,Свердловская область – Березовский одномандатный избирательный округ № 170Свердловская область – Асбестовский одномандатный избирательный округ № 172Астраханская областьВолгоградская область,1985-12-09,2016-09-18,,,7
1756789,Ганиев Фарит Глюсович,http://www.duma.gov.ru/upload/iblock/34a/34a89a14dc6cf3dcb113e9eb3cdafb2e.jpg,http://www.duma.gov.ru/structure/deputies/1756789/,«ЕДИНАЯРОССИЯ»,Республика Башкортостан,1964-01-19,2016-09-18,,,7
1756790,Толстой Петр Олегович,http://www.duma.gov.ru/upload/iblock/5c1/5c150ab66d30ae2d648224c0a2b5d6b5.jpg,http://www.duma.gov.ru/structure/deputies/1756790/,«ЕДИНАЯРОССИЯ»,г.Москва,1969-06-20,2016-09-18,,0199,7
1756791,Германова Ольга Михайловна,http://www.duma.gov.ru/upload/iblock/89f/89f3346f03f39d481159f667c496063e.jpg,http://www.duma.gov.ru/structure/deputies/1756791/,«ЕДИНАЯРОССИЯ»,Белгородская областьКурская областьОрловская область,1961-09-26,2016-09-18,,,7
1756792,Гетта Антон Александрович,http://www.duma.gov.ru/upload/iblock/ac6/ac6e8290d98d7b8fe554684145e4fc69.jpg,http://www.duma.gov.ru/structure/deputies/1756792/,«ЕДИНАЯРОССИЯ»,Республика КалмыкияСтавропольский крайАстраханская областьРостовская область,1980-04-29,2016-09-18,,,7
1756793,Тихомиров Анатолий Федорович,http://www.duma.gov.ru/upload/iblock/dd3/dd383579e1eb8b771410e890ed163769.jpg,http://www.duma.gov.ru/structure/deputies/1756793/,«ЕДИНАЯРОССИЯ»,Еврейская автономная область,1956-05-07,2016-09-18,,0220,7
1756794,Гладких Борис Михайлович,http://www.duma.gov.ru/upload/iblock/f4a/f4a650db3c93da40278765d17cdee1db.jpg,http://www.duma.gov.ru/structure/deputies/1756794/,«ЕДИНАЯРОССИЯ»,Хабаровский край,1983-02-16,2016-09-18,,0069,7
1756795,Таймазов Артур Борисович,http://www.duma.gov.ru/upload/iblock/9e3/9e309a4ad51b2acdf7fcdec07ece8b50.jpg,http://www.duma.gov.ru/structure/deputies/1756795/,«ЕДИНАЯРОССИЯ»,Республика Северная Осетия - Алания,1979-07-20,2016-09-18,,0025,7
1756796,Гоголева Татьяна Степановна,http://www.duma.gov.ru/upload/iblock/0db/0db2b9785725c25c9b8f012aa59e69be.jpg,http://www.duma.gov.ru/structure/deputies/1756796/,«ЕДИНАЯРОССИЯ»,Тюменская областьХанты-Мансийский автономный округ – ЮграЯмало-Ненецкий автономный округ,1961-11-26,2016-09-18,,,7
1756797,Сухарев Игорь Николаевич,http://www.duma.gov.ru/upload/iblock/ea1/ea1ec271edcf86661a992ad2ad6a6557.jpg,http://www.duma.gov.ru/structure/deputies/1756797/,«ЕДИНАЯРОССИЯ»,Оренбургская область,1968-10-26,2016-09-18,,0143,7
1756798,Сураев Максим Викторович,http://www.duma.gov.ru/upload/iblock/5b7/5b7e84065cf94acf1fce1a5ee7de62ad.jpg,http://www.duma.gov.ru/structure/deputies/1756798/,«ЕДИНАЯРОССИЯ»,Московская область,1972-05-24,2016-09-18,,0117,7
1756799,Старшинов Михаил Евгеньевич,http://www.duma.gov.ru/upload/iblock/295/2956265d9f3c94f8ef32be9fb7ea1ae3.jpg,http://www.duma.gov.ru/structure/deputies/1756799/,«ЕДИНАЯРОССИЯ»,Карачаево-Черкесская Республика,1971-12-12,2016-09-18,,,7
1756800,Станкевич Игорь Валентинович,http://www.duma.gov.ru/upload/iblock/1f3/1f3284062f75a9594bb757c229017f7e.jpg,http://www.duma.gov.ru/structure/deputies/1756800/,«ЕДИНАЯРОССИЯ»,Самарская область,1958-08-31,2016-09-18,,0162,7
1756801,Сопчук Сергей Андреевич,http://www.duma.gov.ru/upload/iblock/61d/61d2fecb61de5f6ebb12964fd634c50a.jpg,http://www.duma.gov.ru/structure/deputies/1756801/,«ЕДИНАЯРОССИЯ»,Приморский край,1964-02-16,2016-09-18,,0062,7
1756802,Горелкин Антон Вадимович,http://www.duma.gov.ru/upload/iblock/df8/df80a72d47037e04ff65d89642fd77de.jpg,http://www.duma.gov.ru/structure/deputies/1756802/,«ЕДИНАЯРОССИЯ»,Республика АлтайАлтайский крайКемеровская областьТомская область,1982-01-22,2016-09-18,,,7
1756803,Соломатина Татьяна Васильевна,http://www.duma.gov.ru/upload/iblock/235/2351df8df4194ef09eca30d3804afd0e.jpg,http://www.duma.gov.ru/structure/deputies/1756803/,«ЕДИНАЯРОССИЯ»,Томская область,1956-04-21,2016-09-18,,0182,7
1756804,Солнцева Светлана Юрьевна,http://www.duma.gov.ru/upload/iblock/3be/3be78a5031f25b3addfb9a32ffb65b0d.jpg,http://www.duma.gov.ru/structure/deputies/1756804/,«ЕДИНАЯРОССИЯ»,Республика Марий ЭлРеспублика МордовияЧувашская Республика – ЧувашияНижегородская область,1966-04-04,2016-09-18,,,7
1756806,Слыщенко Константин Григорьевич,http://www.duma.gov.ru/upload/iblock/843/84301dcde82fbd5f7ec76c41dcff0206.jpg,http://www.duma.gov.ru/structure/deputies/1756806/,«ЕДИНАЯРОССИЯ»,Камчатский край,1965-03-09,2016-09-18,,0045,7
1756807,Гулевский Михаил Владимирович,http://www.duma.gov.ru/upload/iblock/304/30457e22375b74569087762a6c8ffeab.jpg,http://www.duma.gov.ru/structure/deputies/1756807/,«ЕДИНАЯРОССИЯ»,Владимирская областьВоронежская областьЛипецкая областьРязанская область,1948-11-11,2016-09-18,,,7
1756808,Скриванов Дмитрий Станиславович,http://www.duma.gov.ru/upload/iblock/9c0/9c0275301d9706a8e3c894a10c991fa5.jpg,http://www.duma.gov.ru/structure/deputies/1756808/,«ЕДИНАЯРОССИЯ»,Пермский край,1971-08-15,2016-09-18,,0060,7
1756809,Гусева Ирина Михайловна,http://www.duma.gov.ru/upload/iblock/691/691c3aa90ff1e8ba074a6b9720135911.jpg,http://www.duma.gov.ru/structure/deputies/1756809/,«ЕДИНАЯРОССИЯ»,Волгоградская область,1972-05-20,2016-09-18,,0084,7
1756810,Гутенев Владимир Владимирович,http://www.duma.gov.ru/upload/iblock/cda/cda6fd1e70842c001f3ad7684253752d.jpg,http://www.duma.gov.ru/structure/deputies/1756810/,«ЕДИНАЯРОССИЯ»,Оренбургская областьСамарская областьУльяновская область,1966-03-27,2016-09-18,,,7
1756811,Дамдинов Алдар Валерьевич,http://www.duma.gov.ru/upload/iblock/151/151ba09cdfbf4395087ab36b7b38797d.jpg,http://www.duma.gov.ru/structure/deputies/1756811/,«ЕДИНАЯРОССИЯ»,Республика Бурятия,1971-03-28,2016-09-18,,0009,7
1756812,Синяговский Владимир Ильич,http://www.duma.gov.ru/upload/iblock/f73/f736d40f9acfb5444bb6a6545deaedd7.jpg,http://www.duma.gov.ru/structure/deputies/1756812/,«ЕДИНАЯРОССИЯ»,Краснодарский край,1948-08-09,2016-09-18,,0049,7
1756813,Данчикова Галина Иннокентьевна,http://www.duma.gov.ru/upload/iblock/cbe/cbe32ef19c50dbea722c449f775e06be.jpg,http://www.duma.gov.ru/structure/deputies/1756813/,«ЕДИНАЯРОССИЯ»,Республика Саха (Якутия),1954-08-13,2016-09-18,,,7
1756814,Дегтярев Михаил Владимирович,http://www.duma.gov.ru/upload/iblock/116/11677526daba8fa0c64cd76564354a4c.jpg,http://www.duma.gov.ru/structure/deputies/1756814/,ЛДПР,все субъекты Российской Федерации,1981-07-10,2016-09-18,,,7
1756816,Делимханов Адам Султанович,http://www.duma.gov.ru/upload/iblock/e6b/e6b99f6ae5503164973e125301d8174a.jpg,http://www.duma.gov.ru/structure/deputies/1756816/,«ЕДИНАЯРОССИЯ»,Чеченская Республика,1969-09-25,2016-09-18,,0036,7
1756817,Демченко Иван Иванович,http://www.duma.gov.ru/upload/iblock/779/779f21c735842a5d55e6e60698c83e48.jpg,http://www.duma.gov.ru/structure/deputies/1756817/,«ЕДИНАЯРОССИЯ»,Краснодарский край,1960-09-27,2016-09-18,,0048,7
1756818,Деньгин Вадим Евгеньевич,http://www.duma.gov.ru/upload/iblock/16d/16dc489cbd58b8b94648396f6dc8772c.jpg,http://www.duma.gov.ru/structure/deputies/1756818/,ЛДПР,Брянская областьКалужская областьТульская область,1980-09-23,2016-09-18,,,7
1756819,Селиверстов Виктор Валентинович,http://www.duma.gov.ru/upload/iblock/5e6/5e692e197ea049ff64b7c1d51d047783.jpg,http://www.duma.gov.ru/structure/deputies/1756819/,«ЕДИНАЯРОССИЯ»,город Москва,1954-08-02,2016-09-18,,,7
1756820,Сапрыкина Татьяна Васильевна,http://www.duma.gov.ru/upload/iblock/be8/be8d53bd26091189dc67c2e359a93f7d.jpg,http://www.duma.gov.ru/structure/deputies/1756820/,«ЕДИНАЯРОССИЯ»,Владимирская областьВоронежская областьЛипецкая областьРязанская область,1968-05-08,2016-09-18,,,7
1756821,Сапко Игорь Вячеславович,http://www.duma.gov.ru/upload/iblock/413/413e2fab29e1e2e0e418b26ac4f16d9d.jpg,http://www.duma.gov.ru/structure/deputies/1756821/,«ЕДИНАЯРОССИЯ»,Удмуртская РеспубликаПермский край,1966-07-13,2016-09-18,,,7
1756822,Санина Наталья Петровна,http://www.duma.gov.ru/upload/iblock/82e/82ed00e94aaa3e8f95cf5ec95dda1f8e.jpg,http://www.duma.gov.ru/structure/deputies/1756822/,«ЕДИНАЯРОССИЯ»,Московская область,1954-07-20,2016-09-18,,,7
1756823,Диденко Алексей Николаевич,http://www.duma.gov.ru/upload/iblock/90a/90a86a8cf3f57981f65114fde060db0f.jpg,http://www.duma.gov.ru/structure/deputies/1756823/,ЛДПР,Томская областьКемеровская область,1983-03-30,2016-09-18,,0181,7
1756824,Сайтиев Бувайсар Хамидович,http://www.duma.gov.ru/upload/iblock/c2a/c2a7d274fff6ca1fd67c7496a430f59e.jpg,http://www.duma.gov.ru/structure/deputies/1756824/,«ЕДИНАЯРОССИЯ»,Республика Дагестан,1975-03-11,2016-09-18,,,7
1756825,Догаев Ахмед Шамханович,http://www.duma.gov.ru/upload/iblock/129/12977fc4757da749917de9292a8bbe97.jpg,http://www.duma.gov.ru/structure/deputies/1756825/,«ЕДИНАЯРОССИЯ»,Чеченская Республика,1965-08-18,2016-09-18,,,7
1756826,Дорохин Павел Сергеевич,http://www.duma.gov.ru/upload/iblock/c62/c6297f5f82c853bc10fbb7855e5b24b0.jpg,http://www.duma.gov.ru/structure/deputies/1756826/,КПР,Курганская областьТюменская областьМурманская область,1965-10-25,2016-09-18,,,7
1756827,Сазонов Дмитрий Валерьевич,http://www.duma.gov.ru/upload/iblock/9b4/9b4937e54b654a7d9fcd7b42963ed385.jpg,http://www.duma.gov.ru/structure/deputies/1756827/,«ЕДИНАЯРОССИЯ»,Пермский край,1973-09-04,2016-09-18,,0061,7
1756828,Драпеко Елена Григорьевна,http://www.duma.gov.ru/upload/iblock/49c/49c2a04728d8eb39687cc7d76acf89c2.jpg,http://www.duma.gov.ru/structure/deputies/1756828/,«СПРАВЕДЛИВАЯРОССИЯ»,г.Санкт-Петербург,1948-10-29,2016-09-18,,0214,7
1756829,Савченко Светлана Борисовна,http://www.duma.gov.ru/upload/iblock/702/702bc5f40e8dd45f7d28ecd965dd26ca.jpg,http://www.duma.gov.ru/structure/deputies/1756829/,«ЕДИНАЯРОССИЯ»,Республика Крым,1965-06-24,2016-09-18,,0021,7
1756830,Драчев Владимир Петрович,http://www.duma.gov.ru/upload/iblock/90b/90b374f473d1a9c843012923d30faec3.jpg,http://www.duma.gov.ru/structure/deputies/1756830/,«ЕДИНАЯРОССИЯ»,Ленинградская область,1966-03-07,2016-09-18,,0111,7
1756831,Духанина Любовь Николаевна,http://www.duma.gov.ru/upload/iblock/9c8/9c88d0339945117631524d01250944cb.jpg,http://www.duma.gov.ru/structure/deputies/1756831/,«ЕДИНАЯРОССИЯ»,г.Москва,1958-10-05,2016-09-18,,0203,7
1756832,Савастьянова Ольга Викторовна,http://www.duma.gov.ru/upload/iblock/8f8/8f8be3b1aea55c6b41567fdec31bd524.jpg,http://www.duma.gov.ru/structure/deputies/1756832/,«ЕДИНАЯРОССИЯ»,Республика КомиАрхангельская областьКировская областьНенецкий автономный округ,1960-04-05,2016-09-18,,,7
1756833,Евланов Владимир Лазаревич,http://www.duma.gov.ru/upload/iblock/9e4/9e41b0f426e028f7574ea09359e9c485.jpg,http://www.duma.gov.ru/structure/deputies/1756833/,«ЕДИНАЯРОССИЯ»,Краснодарский край,1948-08-03,2016-09-18,,0046,7
1756834,Рыжак Николай Иванович,http://www.duma.gov.ru/upload/iblock/515/515545ebc5cee83e43d74541eb6266be.jpg,http://www.duma.gov.ru/structure/deputies/1756834/,«СПРАВЕДЛИВАЯРОССИЯ»,Кемеровская областьКрасноярский крайТомская область,1945-07-05,2016-09-18,,,7
1756837,Езерский Николай Николаевич,http://www.duma.gov.ru/upload/iblock/2ac/2ac85950ac63126aa606e9d2577ed6d6.jpg,http://www.duma.gov.ru/structure/deputies/1756837/,КПР,Свердловская областьХанты-Мансийский автономный округ – ЮграЯмало-Ненецкий автономный округ,1956-05-08,2016-09-18,,,7
1756838,Рудченко Валентина Васильевна,http://www.duma.gov.ru/upload/iblock/b63/b63ca69b4fdafa90cee8f8d63284048a.jpg,http://www.duma.gov.ru/structure/deputies/1756838/,«ЕДИНАЯРОССИЯ»,Чукотский автономный округ,1955-04-26,2016-09-18,,0224,7
1756839,Езубов Алексей Петрович,http://www.duma.gov.ru/upload/iblock/766/766af00467fda4dfea092a76ee397a88.jpg,http://www.duma.gov.ru/structure/deputies/1756839/,«ЕДИНАЯРОССИЯ»,Краснодарский край,1948-02-10,2016-09-18,,0051,7
1756840,Елыкомов Валерий Анатольевич,http://www.duma.gov.ru/upload/iblock/a2c/a2c9e010d3ca9f9e184ccf7103bef5c7.jpg,http://www.duma.gov.ru/structure/deputies/1756840/,«ЕДИНАЯРОССИЯ»,Республика АлтайАлтайский крайКемеровская областьТомская область,1959-05-25,2016-09-18,,,7
1756841,Ревенко Евгений Васильевич,http://www.duma.gov.ru/upload/iblock/d77/d7700f4ee3dcbf8c4cba36cad7f5dc7a.jpg,http://www.duma.gov.ru/structure/deputies/1756841/,«ЕДИНАЯРОССИЯ»,Владимирская областьВоронежская областьЛипецкая областьРязанская область,1972-05-22,2016-09-18,,,7
1756842,Пятикоп Александр Иванович,http://www.duma.gov.ru/upload/iblock/c13/c130867b6e8fe7e28b3906111b97c58e.jpg,http://www.duma.gov.ru/structure/deputies/1756842/,«ЕДИНАЯРОССИЯ»,Калининградская область,1962-12-14,2016-09-18,,0097,7
1756843,Епифанова Ольга Николаевна,http://www.duma.gov.ru/upload/iblock/ba3/ba3030c14e58a1ef25a4f1334cb0f0f9.jpg,http://www.duma.gov.ru/structure/deputies/1756843/,«СПРАВЕДЛИВАЯРОССИЯ»,Республика КомиАрхангельская областьНенецкий автономный округЯмало-Ненецкий автономный округХанты-Мансийский автономный округ - Югра (Тюменская область),1966-08-19,2016-09-18,,,7
1756844,Пушкина Оксана Викторовна,http://www.duma.gov.ru/upload/iblock/228/2286a494a74f0687e85b5b6b2125fa0a.jpg,http://www.duma.gov.ru/structure/deputies/1756844/,«ЕДИНАЯРОССИЯ»,Московская область,1963-05-10,2016-09-18,,0122,7
1756845,Пушкарев Владимир Александрович,http://www.duma.gov.ru/upload/iblock/464/46411ed0304c685579650d90d4295a30.jpg,http://www.duma.gov.ru/structure/deputies/1756845/,«ЕДИНАЯРОССИЯ»,Тюменская областьХанты-Мансийский автономный округ – ЮграЯмало-Ненецкий автономный округ,1973-02-22,2016-09-18,,,7
1756846,Ефимов Виталий Борисович,http://www.duma.gov.ru/upload/iblock/f25/f2565291c890c2e9723e0a3fdbd80531.jpg,http://www.duma.gov.ru/structure/deputies/1756846/,«ЕДИНАЯРОССИЯ»,Республика Мордовия,1940-04-04,2016-09-18,,0023,7
1756847,Пономарёв Алексей Алексеевич,http://www.duma.gov.ru/upload/iblock/766/766b877dd7d458405b279e758e00eb16.jpg,http://www.duma.gov.ru/structure/deputies/1756847/,КПР,Иркутская область,1942-03-22,2016-09-18,,,7
1756848,Поклонская Наталья Владимировна,http://www.duma.gov.ru/upload/iblock/7cd/7cd2da54374e4a62746c04fd81a4756c.jpg,http://www.duma.gov.ru/structure/deputies/1756848/,«ЕДИНАЯРОССИЯ»,Республика Крымгород Севастополь,1980-03-18,2016-09-18,,,7
1756849,Железняк Сергей Владимирович,http://www.duma.gov.ru/upload/iblock/5b6/5b6bd877a7b2f78ba77ad0e2e3d27fc1.jpg,http://www.duma.gov.ru/structure/deputies/1756849/,«ЕДИНАЯРОССИЯ»,г.Москва,1970-07-30,2016-09-18,,0204,7
