id,wikidata
1ffc92cd-3a65-4523-9875-586a75d0e675,Q1668154
9f9c1d36-0728-466c-a206-4b3dbd3202ed,Q1886920
ee25beea-e95a-40fa-be9e-c45248618f2b,Q1185837
92db61f9-aa86-406c-8ae5-64a8e8b24555,Q1547025
8aa8f20b-562d-44c5-ad47-4fd3465f5e7c,Q958983
df9fae41-d53c-4622-bfb4-06155cb1849d,Q1756601
0bc274a1-f5f0-4f19-ac43-e2f580cf60a9,Q1100205
c97e4798-4622-4842-b712-e127e0c104bd,Q3048772
42239a00-c8c1-49ad-b5d6-855d84b8ce58,Q7423427
8670844e-6d00-4bbf-a7a1-2bafeed82d88,Q1635641
66c1b15f-0d4c-4d25-9be7-af2e30310e65,Q1243071
e4603c6f-2c8f-4e97-ba02-6bb9f33c4400,Q327591
a1333ff5-245a-495f-bbd4-9917f7f58348,Q4921498
6dbf53f0-1a87-4f33-bdef-59adfbd41fbc,Q795824
2143096f-a761-4228-a215-ad68c4cc99a5,Q24472143
f4846337-3f0e-4db4-b89f-39866862334e,Q7423428
c5c10ded-dc3e-4846-9fa0-39e397bc408f,Q7449024
d9da3c5e-fbdf-4aa9-95af-2be4a94fcb58,Q1002594
68992c56-a5e0-430c-9138-eaa267e6d16a,Q175657
e5c8e2e9-bad9-48fd-933e-fb6a382469e3,Q1547025
d84861e8-3485-465f-89b6-d54ae32707dc,Q1349609
3cb3ae2e-58df-4815-9bd8-ec0de152a5f8,Q6467507
668ff170-2b07-4161-b8f0-f5549705880b,Q23777605
3d8a087d-43a1-4a7c-ac63-c11476dcf4dc,Q6540635
b89d129b-e7a5-4b55-9ab9-479dfd5b70f0,Q9085704
e2e9f178-f1ee-4c8e-b9e2-2411a8594fc9,Q857555
0def43ef-f083-402e-89ce-12448284bcbe,Q1500043
5d58a3ef-0b9d-436e-9b5f-b787b92e06e2,Q23732258
2d7ed572-9eb6-4d57-8d6b-afc783a35ed4,Q20463219
6bc0e691-aca2-41da-bce5-115290441bfc,Q6634545
719a792e-7b44-4bda-8679-29118c65d5a3,Q17374760
340ceb35-74ac-4bfe-9528-05b7290b7901,Q7140287
d57841ac-eeae-44d0-afbd-eb8f2d0aa71c,Q12699609
733e7da6-768b-4653-9d7a-9665cc4cd710,Q4918646
0ed5ec75-7543-4ea1-a6d6-08d8236229cc,Q12699611
4ae73e84-78f9-4474-b56d-cec763a51f1c,Q12699616
7c42c580-209f-4701-80ed-7f5e5f6f9786,Q24472692
81735a13-f438-4523-8828-5f5ff78813dd,Q4919308
4c060008-cd74-4517-9f0f-bc3479f21f8b,Q808210
6a51152a-80f1-4bae-a998-6d9f29e8481f,Q1296400
02efe00e-bdfe-4b9c-891d-73db507e8f5f,Q27547071
2b9dc35a-3ed0-4294-9645-41930184fe23,Q26871088
