id,uuid,wikidata
act,0a90db02-8ff0-4f2f-b33f-35bb133e7b15,Q3258
nsw,97cc720d-2300-4d4f-88b1-9ea5762eacf0,Q3224
nt,feba8559-d879-4f72-be35-0e3e07f50e52,Q3235
queensland,25ea4793-0007-43ca-855a-dc7854e00737,Q36074
sa,c75ba519-19a4-4e07-aa8b-35b995eb2329,Q35715
tasmania,ca74edf2-4952-4d63-8540-e704749eeb20,Q34366
victoria,188d9ee3-b2d1-42e4-92b8-e890a5ef5c55,Q36687
wa,89f30454-aee6-4bcc-85a7-8b483aa8342f,Q3206
