id,temp_name,twitter,image
7401202,Stephen Harper,stephenharper,https://pbs.twimg.com/profile_images/628918728139382784/F-5L3PE0.png
14260960,Justin Trudeau,JustinTrudeau,https://pbs.twimg.com/profile_images/707293703157784576/i1_AGDRG.jpg
14538949,"Michelle Rempel, MP",MichelleRempel,https://pbs.twimg.com/profile_images/548903873033682944/eSWPLb3s.jpeg
15205787,Mike Sullivan,MikeSullivanMP,https://pbs.twimg.com/profile_images/1488587724/Picture.aspx.jpg
16180205,Joyce Murray 梅麗喬,joycemurray,https://pbs.twimg.com/profile_images/542795835872796672/n8oVqdar.jpeg
16189107,"Don Davies, MP",DonDavies,https://pbs.twimg.com/profile_images/858814611/Don_official_2010.jpg
16220555,Elizabeth May,ElizabethMay,https://pbs.twimg.com/profile_images/539819887707709441/jbUkuD5E.jpeg
16278177,Dan Albas,DanAlbas,https://pbs.twimg.com/profile_images/692749983787945985/mQPzdsjA.jpg
16307818,Nathan Cullen,nathancullen,https://pbs.twimg.com/profile_images/758095987630084097/Ea0_D8Bm.jpg
17314758,Paul Dewar,PaulDewar,https://pbs.twimg.com/profile_images/660850387507765248/KvPiOTpF.jpg
17389318,Bob Rae,BobRae48,https://pbs.twimg.com/profile_images/378800000092249335/0300609052656504b8e3a0e549004710.jpeg
17485622,Steven Fletcher,HonSFletcher,https://pbs.twimg.com/profile_images/703233081784664064/qm1uZrlO.jpg
17559395,DenisCoderre,DenisCoderre,https://pbs.twimg.com/profile_images/675803654268547072/HmmUzyWW.jpg
18585980,Mylène Freeman,MyleneFreeman,https://pbs.twimg.com/profile_images/673819469437927424/7dNTxvNb.jpg
18654401,Niki Ashton,nikiashton,https://pbs.twimg.com/profile_images/615555487392772096/xbcc3BtP.jpg
19557595,Peter Julian,MPJulian,https://pbs.twimg.com/profile_images/742776012791025664/BXjqy5Bn.jpg
19750015,Brian Masse,BrianMasseMP,https://pbs.twimg.com/profile_images/2311319400/zqauebk7p4iv2lw1pf2w.jpeg
19881863,Laurin Liu,laurinliu,https://pbs.twimg.com/profile_images/694847769958191105/zrjcUgoG.jpg
19912340,Jim Flaherty,JimFlaherty,https://pbs.twimg.com/profile_images/3405534550/12429610482a06d02b93ef9426e80caf.jpeg
20059181,Olivia Chow,oliviachow,https://pbs.twimg.com/profile_images/626031703207735296/X937cEtj.jpg
20159038,Peter Braid,peterbraid,https://pbs.twimg.com/profile_images/627272866615193600/CnEOq4Tg.jpg
20390307,Gord Brown,gordbrown,https://pbs.twimg.com/profile_images/448853772177899520/eW2G0gkl.jpeg
21123463,Joe Preston,Joe_Preston,https://pbs.twimg.com/profile_images/1152541859/casual_joe.jpg
21525682,Jason Kenney,jkenney,https://pbs.twimg.com/profile_images/760709207645618178/IsRSHGAK.jpg
21594028,Glenn Thibeault,GlennThibeault,https://pbs.twimg.com/profile_images/552787252363816960/PvSCpQvy.jpeg
22244391,Parm Gill,ParmGill,https://pbs.twimg.com/profile_images/745820972167663618/88tIk1Bc.jpg
22785676,Pierre-Luc Dusseault,PLDusseault,https://pbs.twimg.com/profile_images/691670119022489600/GL-h41Xq.jpg
23604951,"John Rafferty, MP.",JohnRaffertyMP,https://pbs.twimg.com/profile_images/595268154953175040/wTtiugyO.png
24171225,Blake Richards,BlakeRichardsMP,https://pbs.twimg.com/profile_images/431109975956410368/SDKb6O7E.jpeg
24403218,Ted Opitz,TedOpitz,https://pbs.twimg.com/profile_images/612975333390716928/sDggKqKi.jpg
24474900,Paul Calandra,PaulCalandra,https://pbs.twimg.com/profile_images/664683392718344193/u22BSBLi.png
24738102,Brent Rathgeber,brentrathgeber,https://pbs.twimg.com/profile_images/627174034531352576/ZQNdOOsv.jpg
24757140,Royal Galipeau,GalipeauOrleans,https://pbs.twimg.com/profile_images/588351523765161984/2Ctvod7w.jpg
25127782,Dr. Hedy Fry,HedyFry,https://pbs.twimg.com/profile_images/664887592089882624/Koi1T9WS.jpg
26279847,Chris Charlton,ChrisCharlton00,https://pbs.twimg.com/profile_images/699421634994819072/rA9DQdy0.jpg
26282371,Libby Davies,LibbyDavies,https://pbs.twimg.com/profile_images/1669838622/43f9e51e-63d9-46bf-afe9-4ea5b408d042.jpg
27823555,Kennedy Stewart,kennedystewart,https://pbs.twimg.com/profile_images/675011562818678785/zINJ3nY_.png
28804785,Kelly Block MP,KellyBlockmp,https://pbs.twimg.com/profile_images/623185275787698176/j1ImifgV.jpg
28922499,rod bruinooge,rodbruinooge,https://pbs.twimg.com/profile_images/745246321255264259/zLeY43mm.jpg
30775031,Lois Brown,LoisBrownCanada,https://pbs.twimg.com/profile_images/630492069899808768/27hakz7t.jpg
32444591,kyle seeback,KyleSeeback,https://pbs.twimg.com/profile_images/476028183943589888/c7UFah-t.jpeg
34041396,James Moore,JamesMoore_org,https://pbs.twimg.com/profile_images/641438743606394881/FGow78wh.jpg
35018890,Randy Hoback,MPRandyHoback,https://pbs.twimg.com/profile_images/692370540712062977/iY_hSsKO.png
35764984,Leona Aglukkaq,leonaaglukkaq,https://pbs.twimg.com/profile_images/631842793606897664/es04kuJu.jpg
35781335,Rick Dykstra,RickDykstra,https://pbs.twimg.com/profile_images/665549552074760192/syF4o2-d.jpg
35826823,Patrick Brown,brownbarrie,https://pbs.twimg.com/profile_images/627854209627484161/7cIFUzk4.jpg
40550119,Carolyn Bennett,Carolyn_Bennett,https://pbs.twimg.com/profile_images/1483079048/BennettCarolyn_Lib.jpg
43545966,Cheryl Gallant,cherylgallant,https://pbs.twimg.com/profile_images/432570964400812033/cdCiGBIp.jpeg
44718864,James Bezan,jamesbezan,https://pbs.twimg.com/profile_images/1644135729/Bezan_HOC_3.jpg
45631939,Joe Oliver,joeoliver1,https://pbs.twimg.com/profile_images/498865751277584384/QlL_zULJ.jpeg
45923631,Chris Warkentin,chriswarkentin,https://pbs.twimg.com/profile_images/672915327387312129/r31GtIXF.jpg
46710447,Megan Leslie,MeganLeslieHFX,https://pbs.twimg.com/profile_images/734535698573844480/pmgCxB0d.jpg
47114722,Bob Dechert,BobDechert,""
47135309,Jacques Gourde,JacquesGourde,https://pbs.twimg.com/profile_images/378800000419874764/c194f1ade8a03e22a71ade9678c2a567.jpeg
52447427,Jasbir Sandhu,jasbirsandhu,https://pbs.twimg.com/profile_images/378800000012874712/4262246457d0def3581da3a8da35307e.jpeg
54572255,"Joe Comartin, M.P.",joecomartin,https://pbs.twimg.com/profile_images/301842473/joetwitpic.jpg
54962166,Fin Donnelly,FinDonnelly,https://pbs.twimg.com/profile_images/620706166017028098/qj6qs23s.jpg
55687338,Lisa Raitt,lraitt,https://pbs.twimg.com/profile_images/378800000543687150/6bdd79721707b9246415137bb3e3d72f.jpeg
56132313,Jean-François Fortin,fortjf,https://pbs.twimg.com/profile_images/745014282249707520/B91x00Oy.jpg
56415147,Peter Goldring,PeterGoldring,https://pbs.twimg.com/profile_images/311581945/resampled_big_20070321-peterottawa-2.jpg
57309123,Corneliu Chisu,cchisu,https://pbs.twimg.com/profile_images/621030908271816705/5KwUaquH.jpg
59084035,Ted Hsu,tedhsu,https://pbs.twimg.com/profile_images/655587863598206977/pJxGIpht.jpg
60916234,Carol Hughes,CarolHughesMP,https://pbs.twimg.com/profile_images/712735411400024064/8Zat5VzM.jpg
62909691,Linda Duncan,LindaDuncanMP,https://pbs.twimg.com/profile_images/348291274/Linda_s_Headshot_cropped.jpg
63164245,Peter Penashue,PeterPenashue,https://pbs.twimg.com/profile_images/425107230963564544/hF_iCBge.jpeg
63210367,Dr. Colin Carrie,ColinCarrie,https://pbs.twimg.com/profile_images/349791431/carrie_blue_bkgnd.jpg
65624152,Wayne Easter,WayneEaster,https://pbs.twimg.com/profile_images/663355777705463809/kENVCPvI.jpg
68452445,David Sweet,DavidSweetMP,https://pbs.twimg.com/profile_images/378800000566966205/3bc7ae0b34fb5bca6d789f10aebf97b6.jpeg
68995519,Cathy McLeod,Cathy_McLeod,https://pbs.twimg.com/profile_images/627826500318855168/VkDxFSwU.jpg
69050763,Daryl Kramp,darylkramp,https://pbs.twimg.com/profile_images/897453496/dkprofilepic.jpg
69671596,Hoang Mai,hoanghmai,https://pbs.twimg.com/profile_images/630777492752568320/_ZJ1zUl2.jpg
72652039,Susan Truppe,SusanTruppe,https://pbs.twimg.com/profile_images/715579978071588864/N3A-0YYK.jpg
72663989,Irene Mathyssen,irenemathyssen,https://pbs.twimg.com/profile_images/661558305072922624/gatXsGT_.jpg
72905123,Ted Menzies,TedMenzies,https://pbs.twimg.com/profile_images/378800000731666067/5170618a2d01b905d2991dff0ee8b135.jpeg
74208784,Mike Wallace,MikeWallaceRE,https://pbs.twimg.com/profile_images/3631545864/320c3a3c274367e2cef3ef688f1080ae.jpeg
75443458,Bernard Trottier,btrottier,https://pbs.twimg.com/profile_images/666611762771300352/d_f0CB7_.jpg
75459502,Steven Blaney,StevenBlaneyPCC,https://pbs.twimg.com/profile_images/669264601209434112/JCVb02tX.jpg
75928120,Scott Andrews,ScottAndrewsNL,https://pbs.twimg.com/profile_images/426712918/SAndrewsweb.jpg
76143039,Geoff Regan,geoffregan,https://pbs.twimg.com/profile_images/553624687884763137/kyNPnrip.jpeg
76233932,David Tilson,davidtilson,https://pbs.twimg.com/profile_images/1358498245/tilson_-_March_2011.jpg
76710096,Scott Brison,scottbrison,https://pbs.twimg.com/profile_images/586625419597742080/pMXqq__o.jpg
76918775,Chris Alexander,calxandr,https://pbs.twimg.com/profile_images/617892279471083520/ywdAN5bv.jpg
77298060,Andrew Cash,AndrewCash,https://pbs.twimg.com/profile_images/713435963863601152/LgKz8334.jpg
77374359,Denis Blanchette,DenisBlanchette,https://pbs.twimg.com/profile_images/2212955248/Denis_Blanchette_Suz_351D0C.jpg
80160605,Gary Schellenberger,GSchellenberger,https://pbs.twimg.com/profile_images/1297271769/Schelly.jpg
80475670,Wai Young,WaiYoung,https://pbs.twimg.com/profile_images/628386806866640896/v2VFQlZ5.png
80702644,Marc Garneau,MarcGarneau,https://pbs.twimg.com/profile_images/656646719736709124/W51WN8QD.jpg
92091739,Peggy Nash,PeggyNashNDP,https://pbs.twimg.com/profile_images/626039331472322565/6pUjeQQB.jpg
92651574,Rathika Sitsabaiesan,RathikaS,https://pbs.twimg.com/profile_images/629769180099665920/msyxL7zB.jpg
99334624,Mark Warawa,MPmarkwarawa,https://pbs.twimg.com/profile_images/677657257325277186/0K_-myey.jpg
103086205,Judy Sgro,JudySgro,""
