id,name,position_id,position,label,start_date,end_date,ordinal
Q13103203,Jean-Pierre André,Q13103203-00cd062b-4fb0-7121-34e4-9431d304b164,Q61455235,Q61455235,,,0
Q13104925,Sam Tanson,Q13104925-f595d9ba-4e00-fbed-284f-ef88f26f874e,Q59863254,minister for Culture,2018-12-05,,0
Q13104925,Sam Tanson,Q13104925-e43af3e6-4a6b-c186-f067-23f74ee79f33,Q59877259,minister for Housing,2018-12-05,,0
Q15176517,Paul Elvinger,Q15176517-e4bad63a-4c02-e49c-b8db-0cd9605db224,Q30242784,justice minister,1959-03-02,1964-07-15,0
Q15176517,Paul Elvinger,Q15176517-3d104e3e-48f2-6745-d7b2-5fd830dd1b20,Q59864917,minister for Small and Medium-Sized Enterprises,1959-03-02,1964-07-15,0
Q16438964,Taina Bofferding,Q16438964-9d3265e6-4fb1-d657-8252-531d5c749bf1,Q59870198,minister of Equality between Women and Men,2018-12-05,,0
Q16438964,Taina Bofferding,Q16438964-1cbb42d3-400a-1170-248c-9a0f763b894e,Q59875958,minister for Home Affairs,2018-12-05,,0
Q2573257,Charles-Gérard Eyschen,Q2573257-5905b5f7-48f2-92a6-2274-116e8ec3b801,Q51132441,Q51132441,1856-05-21,1857-11-28,0
Q2644118,Bernard Berg,Q2644118-d7de9d74-4434-dea7-daf5-8f5f8cf29f5a,Q29217646,Deputy Prime Minister of Luxembourg,1976-07-21,1979-07-16,0
Q2644118,Bernard Berg,Q2644118-03b20ffc-479f-43bb-e398-3fdcdbc910ba,Q59878021,Q59878021,1984-07-20,1988-07-15,0
Q2644118,Bernard Berg,Q2644118-e8e935e7-4aea-b525-1c7f-257d0a47fee6,Q59878204,Q59878204,1984-07-20,1989-07-14,0
Q286417,Émile Reuter,Q286417-4C315472-9CB1-4BBE-BE2E-5A26769DF4F7,Q1344632,Prime Minister of Luxembourg,1918-09-28,1925-03-19,13
Q286417,Émile Reuter,Q286417-23036E2E-138E-4554-86C6-DBF848C43464,Q51132622,Director-General of Interior,,,0
Q2977816,Claude Meisch,Q2977816-a43e13b4-4a95-4ba2-7241-6ff33e8d380b,Q30107391,"minister for Education, Children and Youth",2013-12-04,2018-12-05,0
Q2977816,Claude Meisch,Q2977816-30304c7c-458f-e9ca-b0be-e83d206f6f84,Q30107391,"minister for Education, Children and Youth",2018-12-05,,0
Q2977816,Claude Meisch,Q2977816-9833c916-4498-1302-fb34-17546f024bb2,Q30139151,Q30139151,2013-12-04,2018-12-05,0
Q2977816,Claude Meisch,Q2977816-49277f44-4c1d-aef6-4fe8-3ddaecb9e6b5,Q30139151,Q30139151,2018-12-05,,0
Q39659,Jacques Santer,Q39659-8902E69D-1B5F-4BB6-A62B-CDF6897EF11E,Q1344632,Prime Minister of Luxembourg,1984-07-20,1995-01-20,22
Q539770,Anne Brasseur,Q539770-fec8c733-4978-4a07-53d6-a7bb7c2f9570,Q43373411,Q43373411,1999-08-07,2004-07-30,0
Q57661,Jean-Claude Juncker,Q57661-CF16D4E6-66EB-4BBB-857B-445F8FD4C205,Q1344632,Prime Minister of Luxembourg,1995-01-20,2013-12-04,23
Q6755887,Marc Spautz,Q6755887-6e37e6a1-4a8c-7517-0182-71dce3fc2d4f,Q40880757,Q40880757,2013-04-30,2013-12-04,0
