id,name,identifier__historichansard,identifier__datadotparl,identifier__parlparse,constituency,constituency_id,party,party_id,start_date,start_reason,end_date,end_reason,term
10237,Donald Gorrie,311,,uk.org.publicwhip/person/10237,Central Scotland,uk.org.publicwhip/cons/10716,Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
10237,Donald Gorrie,311,,uk.org.publicwhip/person/10237,Central Scotland,uk.org.publicwhip/cons/10716,Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2007-04-02,regional_election,2
10284,John Home Robertson,357,,uk.org.publicwhip/person/10284,East Lothian,uk.org.publicwhip/cons/10748,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
10284,John Home Robertson,357,,uk.org.publicwhip/person/10284,East Lothian,uk.org.publicwhip/cons/10748,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
10375,John McAllion,478,,uk.org.publicwhip/person/10375,Dundee East,uk.org.publicwhip/cons/10743,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
10395,Henry McLeish,493,,uk.org.publicwhip/person/10395,Central Fife,uk.org.publicwhip/cons/10734,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
10441,Alasdair Morgan,512,,uk.org.publicwhip/person/10441,Galloway and Upper Nithsdale,uk.org.publicwhip/cons/10758,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
10441,Alasdair Morgan,512,,uk.org.publicwhip/person/10441,South of Scotland,uk.org.publicwhip/cons/10722,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
10441,Alasdair Morgan,512,,uk.org.publicwhip/person/10441,South of Scotland,uk.org.publicwhip/cons/10722,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
10525,Alex Salmond,594,577,uk.org.publicwhip/person/10525,Banff and Buchan,uk.org.publicwhip/cons/10731,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2001-05-14,resigned,1
10525,Alex Salmond,594,577,uk.org.publicwhip/person/10525,Gordon,uk.org.publicwhip/cons/10769,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
10525,Alex Salmond,594,577,uk.org.publicwhip/person/10525,Aberdeenshire East,uk.org.publicwhip/cons/10799,Scottish National Party,scottish-national-party,2011-05-06,regional_election,2016-03-23,regional_election,4
10581,John Swinney,648,,uk.org.publicwhip/person/10581,North Tayside,uk.org.publicwhip/cons/10782,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
10581,John Swinney,648,,uk.org.publicwhip/person/10581,North Tayside,uk.org.publicwhip/cons/10782,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
10581,John Swinney,648,,uk.org.publicwhip/person/10581,North Tayside,uk.org.publicwhip/cons/10782,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
10581,John Swinney,648,,uk.org.publicwhip/person/10581,Perthshire North,uk.org.publicwhip/cons/10829,Scottish National Party,scottish-national-party,2011-05-06,regional_election,2016-03-23,regional_election,4
10618,Jim Wallace,685,,uk.org.publicwhip/person/10618,Orkney Islands,uk.org.publicwhip/cons/10784,Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
10618,Jim Wallace,685,,uk.org.publicwhip/person/10618,Orkney Islands,uk.org.publicwhip/cons/10784,Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2007-04-02,regional_election,2
10628,Andrew Welsh,695,,uk.org.publicwhip/person/10628,Angus,uk.org.publicwhip/cons/10728,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
10628,Andrew Welsh,695,,uk.org.publicwhip/person/10628,Angus,uk.org.publicwhip/cons/10728,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
10628,Andrew Welsh,695,,uk.org.publicwhip/person/10628,Angus,uk.org.publicwhip/cons/10728,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
11668,Ben Wallace,,1539,uk.org.publicwhip/person/11668,North East Scotland,uk.org.publicwhip/cons/10721,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
11970,David Mundell,,1512,uk.org.publicwhip/person/11970,South of Scotland,uk.org.publicwhip/cons/10722,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
11970,David Mundell,,1512,uk.org.publicwhip/person/11970,South of Scotland,uk.org.publicwhip/cons/10722,Conservative,conservative,2003-05-01,regional_election,2005-06-17,resigned,2
13182,Lord Selkirk of Douglas,,802,uk.org.publicwhip/person/13182,Lothians,uk.org.publicwhip/cons/10719,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
13182,Lord Selkirk of Douglas,,802,uk.org.publicwhip/person/13182,Lothians,uk.org.publicwhip/cons/10719,Conservative,conservative,2003-05-01,regional_election,2007-04-02,regional_election,2
13337,Lord Steel of Aikwood,5858,949,uk.org.publicwhip/person/13337,Lothians,uk.org.publicwhip/cons/10719,None,none,1999-05-06,regional_election,1999-05-11,became_presiding_officer,1
13337,Lord Steel of Aikwood,5858,949,uk.org.publicwhip/person/13337,Lothians,uk.org.publicwhip/cons/10719,None,none,1999-05-12,became_presiding_officer,2003-05-06,regional_election,1
13943,Brian Adam,,,uk.org.publicwhip/person/13943,North East Scotland,uk.org.publicwhip/cons/10721,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
13943,Brian Adam,,,uk.org.publicwhip/person/13943,Aberdeen North,uk.org.publicwhip/cons/10725,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
13943,Brian Adam,,,uk.org.publicwhip/person/13943,Aberdeen North,uk.org.publicwhip/cons/10725,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
13943,Brian Adam,,,uk.org.publicwhip/person/13943,Aberdeen Donside,uk.org.publicwhip/cons/10797,Scottish National Party,scottish-national-party,2011-05-06,regional_election,2013-04-25,died,4
13944,Bashir Ahmad,,,uk.org.publicwhip/person/13944,Glasgow,uk.org.publicwhip/cons/10717,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2009-02-06,died,3
13945,Bill Aitken,,,uk.org.publicwhip/person/13945,Glasgow,uk.org.publicwhip/cons/10717,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
13945,Bill Aitken,,,uk.org.publicwhip/person/13945,Glasgow,uk.org.publicwhip/cons/10717,Conservative,conservative,2003-05-01,regional_election,2007-04-02,regional_election,2
13945,Bill Aitken,,,uk.org.publicwhip/person/13945,Glasgow,uk.org.publicwhip/cons/10717,Conservative,conservative,2007-05-03,regional_election,2011-03-23,regional_election,3
13946,Wendy Alexander,,,uk.org.publicwhip/person/13946,Paisley North,uk.org.publicwhip/cons/10785,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
13946,Wendy Alexander,,,uk.org.publicwhip/person/13946,Paisley North,uk.org.publicwhip/cons/10785,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
13946,Wendy Alexander,,,uk.org.publicwhip/person/13946,Paisley North,uk.org.publicwhip/cons/10785,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
13947,Alasdair Allan,,,uk.org.publicwhip/person/13947,Western Isles,uk.org.publicwhip/cons/10795,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
13947,Alasdair Allan,,,uk.org.publicwhip/person/13947,Na h-Eileanan an Iar,uk.org.publicwhip/cons/10816,Scottish National Party,scottish-national-party,2011-05-06,regional_election,2016-03-23,regional_election,4
13948,Andrew Arbuckle,,,uk.org.publicwhip/person/13948,Mid Scotland and Fife,uk.org.publicwhip/cons/10720,Liberal Democrat,liberal-democrat,2005-01-10,replaced_in_region,2007-04-02,regional_election,2
13949,Jackie Baillie,,,uk.org.publicwhip/person/13949,Dumbarton,uk.org.publicwhip/cons/10741,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
13949,Jackie Baillie,,,uk.org.publicwhip/person/13949,Dumbarton,uk.org.publicwhip/cons/10741,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
13949,Jackie Baillie,,,uk.org.publicwhip/person/13949,Dumbarton,uk.org.publicwhip/cons/10741,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
13949,Jackie Baillie,,,uk.org.publicwhip/person/13949,Dumbarton,uk.org.publicwhip/cons/10741,Labour,labour,2011-05-06,regional_election,2016-03-23,regional_election,4
13950,Shiona Baird,,,uk.org.publicwhip/person/13950,North East Scotland,uk.org.publicwhip/cons/10721,Green,green,2003-05-01,regional_election,2007-04-02,regional_election,2
13951,Claire Baker,,,uk.org.publicwhip/person/13951,Mid Scotland and Fife,uk.org.publicwhip/cons/10720,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
13951,Claire Baker,,,uk.org.publicwhip/person/13951,Mid Scotland and Fife,uk.org.publicwhip/cons/10720,Labour,labour,2011-05-06,regional_election,2016-03-23,regional_election,4
13952,Richard Baker,,,uk.org.publicwhip/person/13952,North East Scotland,uk.org.publicwhip/cons/10721,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
13952,Richard Baker,,,uk.org.publicwhip/person/13952,North East Scotland,uk.org.publicwhip/cons/10721,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
13952,Richard Baker,,,uk.org.publicwhip/person/13952,North East Scotland,uk.org.publicwhip/cons/10721,Labour,labour,2011-05-06,regional_election,2016-01-11,resigned,4
13953,Chris Ballance,,,uk.org.publicwhip/person/13953,South of Scotland,uk.org.publicwhip/cons/10722,Green,green,2003-05-01,regional_election,2007-04-02,regional_election,2
13954,Mark Ballard,,,uk.org.publicwhip/person/13954,Lothians,uk.org.publicwhip/cons/10719,Green,green,2003-05-01,regional_election,2007-04-02,regional_election,2
13955,Scott Barrie,,,uk.org.publicwhip/person/13955,Dunfermline West,uk.org.publicwhip/cons/10746,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
13955,Scott Barrie,,,uk.org.publicwhip/person/13955,Dunfermline West,uk.org.publicwhip/cons/10746,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
13956,Sarah Boyack,,,uk.org.publicwhip/person/13956,Edinburgh Central,uk.org.publicwhip/cons/10750,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
13956,Sarah Boyack,,,uk.org.publicwhip/person/13956,Edinburgh Central,uk.org.publicwhip/cons/10750,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
13956,Sarah Boyack,,,uk.org.publicwhip/person/13956,Edinburgh Central,uk.org.publicwhip/cons/10750,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
13956,Sarah Boyack,,,uk.org.publicwhip/person/13956,Lothian,uk.org.publicwhip/cons/10836,Labour,labour,2011-05-06,regional_election,2016-03-23,regional_election,4
13957,Rhona Brankin,,,uk.org.publicwhip/person/13957,Midlothian,uk.org.publicwhip/cons/10778,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
13957,Rhona Brankin,,,uk.org.publicwhip/person/13957,Midlothian,uk.org.publicwhip/cons/10778,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
13957,Rhona Brankin,,,uk.org.publicwhip/person/13957,Midlothian,uk.org.publicwhip/cons/10778,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
13958,Ted Brocklebank,,,uk.org.publicwhip/person/13958,Mid Scotland and Fife,uk.org.publicwhip/cons/10720,Conservative,conservative,2003-05-01,regional_election,2007-04-02,regional_election,2
13958,Ted Brocklebank,,,uk.org.publicwhip/person/13958,Mid Scotland and Fife,uk.org.publicwhip/cons/10720,Conservative,conservative,2007-05-03,regional_election,2011-03-23,regional_election,3
13959,Robert Brown,,,uk.org.publicwhip/person/13959,Glasgow,uk.org.publicwhip/cons/10717,Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
13959,Robert Brown,,,uk.org.publicwhip/person/13959,Glasgow,uk.org.publicwhip/cons/10717,Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2007-04-02,regional_election,2
13959,Robert Brown,,,uk.org.publicwhip/person/13959,Glasgow,uk.org.publicwhip/cons/10717,Liberal Democrat,liberal-democrat,2007-05-03,regional_election,2011-03-23,regional_election,3
13960,Gavin Brown,,,uk.org.publicwhip/person/13960,Lothians,uk.org.publicwhip/cons/10719,Conservative,conservative,2007-05-03,regional_election,2011-03-23,regional_election,3
13960,Gavin Brown,,,uk.org.publicwhip/person/13960,Lothian,uk.org.publicwhip/cons/10836,Conservative,conservative,2011-05-06,regional_election,2016-03-23,regional_election,4
13961,Keith Brown,,,uk.org.publicwhip/person/13961,Ochil,uk.org.publicwhip/cons/10783,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
13961,Keith Brown,,,uk.org.publicwhip/person/13961,Clackmannanshire and Dunblane,uk.org.publicwhip/cons/10806,Scottish National Party,scottish-national-party,2011-05-06,regional_election,2016-03-23,regional_election,4
13962,Derek Brownlee,,,uk.org.publicwhip/person/13962,South of Scotland,uk.org.publicwhip/cons/10722,Conservative,conservative,2005-06-22,replaced_in_region,2007-04-02,regional_election,2
13962,Derek Brownlee,,,uk.org.publicwhip/person/13962,South of Scotland,uk.org.publicwhip/cons/10722,Conservative,conservative,2007-05-03,regional_election,2011-03-23,regional_election,3
13963,Bill Butler,,,uk.org.publicwhip/person/13963,Glasgow Anniesland,uk.org.publicwhip/cons/10759,Labour,labour,2000-11-23,by_election,2003-03-31,regional_election,1
13963,Bill Butler,,,uk.org.publicwhip/person/13963,Glasgow Anniesland,uk.org.publicwhip/cons/10759,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
13963,Bill Butler,,,uk.org.publicwhip/person/13963,Glasgow Anniesland,uk.org.publicwhip/cons/10759,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
13964,Rosemary Byrne,,,uk.org.publicwhip/person/13964,South of Scotland,uk.org.publicwhip/cons/10722,SSP,ssp,2003-05-01,regional_election,2006-09-03,changed_party,2
13964,Rosemary Byrne,,,uk.org.publicwhip/person/13964,South of Scotland,uk.org.publicwhip/cons/10722,SG,sg,2006-09-04,changed_party,2007-04-02,regional_election,2
13965,Colin Campbell,,,uk.org.publicwhip/person/13965,West of Scotland,uk.org.publicwhip/cons/10723,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
13966,Aileen Campbell,,,uk.org.publicwhip/person/13966,South of Scotland,uk.org.publicwhip/cons/10722,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
13966,Aileen Campbell,,,uk.org.publicwhip/person/13966,Clydesdale,uk.org.publicwhip/cons/10736,Scottish National Party,scottish-national-party,2011-05-06,regional_election,2016-03-23,regional_election,4
13967,Jackson Carlaw,,,uk.org.publicwhip/person/13967,West of Scotland,uk.org.publicwhip/cons/10723,Conservative,conservative,2007-05-03,regional_election,2011-03-23,regional_election,3
13967,Jackson Carlaw,,,uk.org.publicwhip/person/13967,West Scotland,uk.org.publicwhip/cons/10838,Conservative,conservative,2011-05-06,regional_election,2016-03-23,regional_election,4
13968,Willie Coffey,,,uk.org.publicwhip/person/13968,Kilmarnock and Loudoun,uk.org.publicwhip/cons/10774,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
13968,Willie Coffey,,,uk.org.publicwhip/person/13968,Kilmarnock and Irvine Valley,uk.org.publicwhip/cons/10824,Scottish National Party,scottish-national-party,2011-05-06,regional_election,2016-03-23,regional_election,4
13969,Angela Constance,,,uk.org.publicwhip/person/13969,Livingston,uk.org.publicwhip/cons/10777,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
13969,Angela Constance,,,uk.org.publicwhip/person/13969,Almond Valley,uk.org.publicwhip/cons/10801,Scottish National Party,scottish-national-party,2011-05-06,regional_election,2016-03-23,regional_election,4
13970,Cathie Craigie,,,uk.org.publicwhip/person/13970,Cumbernauld and Kilsyth,uk.org.publicwhip/cons/10738,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
13970,Cathie Craigie,,,uk.org.publicwhip/person/13970,Cumbernauld and Kilsyth,uk.org.publicwhip/cons/10738,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
13970,Cathie Craigie,,,uk.org.publicwhip/person/13970,Cumbernauld and Kilsyth,uk.org.publicwhip/cons/10738,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
13971,Bruce Crawford,,,uk.org.publicwhip/person/13971,Mid Scotland and Fife,uk.org.publicwhip/cons/10720,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
13971,Bruce Crawford,,,uk.org.publicwhip/person/13971,Mid Scotland and Fife,uk.org.publicwhip/cons/10720,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
13971,Bruce Crawford,,,uk.org.publicwhip/person/13971,Stirling,uk.org.publicwhip/cons/10791,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
13971,Bruce Crawford,,,uk.org.publicwhip/person/13971,Stirling,uk.org.publicwhip/cons/10791,Scottish National Party,scottish-national-party,2011-05-06,regional_election,2016-03-23,regional_election,4
13972,Frances Curran,,,uk.org.publicwhip/person/13972,West of Scotland,uk.org.publicwhip/cons/10723,SSP,ssp,2003-05-01,regional_election,2007-04-02,regional_election,2
13973,Margaret Curran,,,uk.org.publicwhip/person/13973,Glasgow Baillieston,uk.org.publicwhip/cons/10760,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
13973,Margaret Curran,,,uk.org.publicwhip/person/13973,Glasgow Baillieston,uk.org.publicwhip/cons/10760,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
13973,Margaret Curran,,,uk.org.publicwhip/person/13973,Glasgow Baillieston,uk.org.publicwhip/cons/10760,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
13974,David Davidson,,,uk.org.publicwhip/person/13974,North East Scotland,uk.org.publicwhip/cons/10721,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
13974,David Davidson,,,uk.org.publicwhip/person/13974,North East Scotland,uk.org.publicwhip/cons/10721,Conservative,conservative,2003-05-01,regional_election,2007-04-02,regional_election,2
13975,Susan Deacon,,,uk.org.publicwhip/person/13975,Edinburgh East and Musselburgh,uk.org.publicwhip/cons/10751,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
13975,Susan Deacon,,,uk.org.publicwhip/person/13975,Edinburgh East and Musselburgh,uk.org.publicwhip/cons/10751,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
13976,Nigel Don,,,uk.org.publicwhip/person/13976,North East Scotland,uk.org.publicwhip/cons/10721,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
13976,Nigel Don,,,uk.org.publicwhip/person/13976,Angus North and Mearns,uk.org.publicwhip/cons/10802,Scottish National Party,scottish-national-party,2011-05-06,regional_election,2016-03-23,regional_election,4
13977,Bob Doris,,,uk.org.publicwhip/person/13977,Glasgow,uk.org.publicwhip/cons/10717,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
13977,Bob Doris,,,uk.org.publicwhip/person/13977,Glasgow,uk.org.publicwhip/cons/10717,Scottish National Party,scottish-national-party,2011-05-06,regional_election,2016-03-23,regional_election,4
13978,Helen Eadie,,,uk.org.publicwhip/person/13978,Dunfermline East,uk.org.publicwhip/cons/10745,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
13978,Helen Eadie,,,uk.org.publicwhip/person/13978,Dunfermline East,uk.org.publicwhip/cons/10745,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
13978,Helen Eadie,,,uk.org.publicwhip/person/13978,Dunfermline East,uk.org.publicwhip/cons/10745,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
13978,Helen Eadie,,,uk.org.publicwhip/person/13978,Cowdenbeath,uk.org.publicwhip/cons/10807,Labour,labour,2011-05-06,regional_election,2013-11-09,died,4
13979,Dorothy-Grace Elder,,,uk.org.publicwhip/person/13979,Glasgow,uk.org.publicwhip/cons/10717,Independent,independent,1999-05-06,regional_election,2002-04-30,changed_party,1
13979,Dorothy-Grace Elder,,,uk.org.publicwhip/person/13979,Glasgow,uk.org.publicwhip/cons/10717,Independent,independent,2002-05-01,changed_party,2003-03-31,regional_election,1
13980,Fergus Ewing,,,uk.org.publicwhip/person/13980,"Inverness East, Nairn and Lochaber",uk.org.publicwhip/cons/10773,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
13980,Fergus Ewing,,,uk.org.publicwhip/person/13980,"Inverness East, Nairn and Lochaber",uk.org.publicwhip/cons/10773,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
13980,Fergus Ewing,,,uk.org.publicwhip/person/13980,"Inverness East, Nairn and Lochaber",uk.org.publicwhip/cons/10773,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
13980,Fergus Ewing,,,uk.org.publicwhip/person/13980,Inverness and Nairn,uk.org.publicwhip/cons/10823,Scottish National Party,scottish-national-party,2011-05-06,regional_election,2016-03-23,regional_election,4
13981,Winnie Ewing,9301,,uk.org.publicwhip/person/13981,Highlands and Islands,uk.org.publicwhip/cons/10718,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
13982,Linda Fabiani,,,uk.org.publicwhip/person/13982,Central Scotland,uk.org.publicwhip/cons/10716,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
13982,Linda Fabiani,,,uk.org.publicwhip/person/13982,Central Scotland,uk.org.publicwhip/cons/10716,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
13982,Linda Fabiani,,,uk.org.publicwhip/person/13982,Central Scotland,uk.org.publicwhip/cons/10716,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
13982,Linda Fabiani,,,uk.org.publicwhip/person/13982,East Kilbride,uk.org.publicwhip/cons/10747,Scottish National Party,scottish-national-party,2011-05-06,regional_election,2016-03-23,regional_election,4
13983,John Farquhar Munro,,,uk.org.publicwhip/person/13983,"Ross, Skye and Inverness West",uk.org.publicwhip/cons/10788,Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
13983,John Farquhar Munro,,,uk.org.publicwhip/person/13983,"Ross, Skye and Inverness West",uk.org.publicwhip/cons/10788,Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2007-04-02,regional_election,2
13983,John Farquhar Munro,,,uk.org.publicwhip/person/13983,"Ross, Skye and Inverness West",uk.org.publicwhip/cons/10788,Liberal Democrat,liberal-democrat,2007-05-03,regional_election,2011-03-23,regional_election,3
13984,Patricia Ferguson,,,uk.org.publicwhip/person/13984,Glasgow Maryhill,uk.org.publicwhip/cons/10764,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
13984,Patricia Ferguson,,,uk.org.publicwhip/person/13984,Glasgow Maryhill,uk.org.publicwhip/cons/10764,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
13984,Patricia Ferguson,,,uk.org.publicwhip/person/13984,Glasgow Maryhill,uk.org.publicwhip/cons/10764,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
13984,Patricia Ferguson,,,uk.org.publicwhip/person/13984,Glasgow Maryhill and Springburn,uk.org.publicwhip/cons/10819,Labour,labour,2011-05-06,regional_election,2016-03-23,regional_election,4
13985,Alex Fergusson,,,uk.org.publicwhip/person/13985,South of Scotland,uk.org.publicwhip/cons/10722,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
13985,Alex Fergusson,,,uk.org.publicwhip/person/13985,Galloway and Upper Nithsdale,uk.org.publicwhip/cons/10758,Conservative,conservative,2003-05-01,regional_election,2007-04-02,regional_election,2
13985,Alex Fergusson,,,uk.org.publicwhip/person/13985,Galloway and Upper Nithsdale,uk.org.publicwhip/cons/10758,None,none,2007-05-03,regional_election,2007-05-13,became_presiding_officer,3
13985,Alex Fergusson,,,uk.org.publicwhip/person/13985,Galloway and Upper Nithsdale,uk.org.publicwhip/cons/10758,None,none,2007-05-14,became_presiding_officer,2011-03-23,regional_election,3
13985,Alex Fergusson,,,uk.org.publicwhip/person/13985,Galloway and West Dumfries,uk.org.publicwhip/cons/10818,Conservative,conservative,2011-05-06,regional_election,2016-03-23,regional_election,4
13986,Ross Finnie,,,uk.org.publicwhip/person/13986,West of Scotland,uk.org.publicwhip/cons/10723,Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
