uuid,female,male,other,skip,total
3a98d3d6-42a2-4d3c-ba87-e831cf2986ae,0,0,0,1,1
45b1d413-c111-4e9d-90a4-35cb8943c1a9,0,1,0,1,2
477030f6-fd85-44d8-9f75-118e1d0dd9e5,0,0,0,1,1
48353385-ca1e-4746-924f-192f47340bfe,0,0,0,1,1
58bdfc38-4a7d-4e3a-9498-b5ff0d4d993a,0,0,0,1,1
635aa6ac-82a7-40ef-b373-b5c53f3666da,0,0,0,1,1
68f60167-934b-41d7-89b7-23c8cd22dbbf,0,0,0,1,1
86205035-9a47-40d7-94fd-204bd43e162c,0,1,0,1,2
95471f12-f133-4f46-b650-a31d2017f85b,0,0,0,1,1
97b1bda1-748a-4be5-b931-a860ea92a4f2,0,1,0,1,2
ad03c9ec-fc45-4581-85b1-2e7dabd37cc0,0,0,0,1,1
eb9f6d25-0749-470d-8c87-7fc0670e5dac,0,0,0,1,1
