id,name,given_name,patronymic_name,family_name,area,term,start_date,end_date,image,party,source_url,faction,faction_id,area_id,identifier__rada
15828,Мельниченко Володимир Володимирович,Володимир,Володимирович,Мельниченко,Хмельницька область,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d193_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15828,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,193,15828
15829,Бобов Геннадій Борисович,Геннадій,Борисович,Бобов,Черкаська область,8,2014-11-27,2015-03-05,http://static.rada.gov.ua/dep_img8/d196_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15829,"Група ""Економічний розвиток""",2618,196,15829
15829,Бобов Геннадій Борисович,Геннадій,Борисович,Бобов,Черкаська область,8,2015-03-06,2015-06-17,http://static.rada.gov.ua/dep_img8/d196_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15829,"Група ""Відродження""",2795,196,15829
15829,Бобов Геннадій Борисович,Геннадій,Борисович,Бобов,Черкаська область,8,2015-06-17,,http://static.rada.gov.ua/dep_img8/d196_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15829,"Група ""Партія ""Відродження""",2846,196,15829
15830,Ничипоренко Валентин Миколайович,Валентин,Миколайович,Ничипоренко,Черкаська область,8,2014-11-27,2015-03-05,http://static.rada.gov.ua/dep_img8/d199_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15830,"Група ""Економічний розвиток""",2618,199,15830
15830,Ничипоренко Валентин Миколайович,Валентин,Миколайович,Ничипоренко,Черкаська область,8,2015-03-06,2015-06-17,http://static.rada.gov.ua/dep_img8/d199_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15830,"Група ""Відродження""",2795,199,15830
15830,Ничипоренко Валентин Миколайович,Валентин,Миколайович,Ничипоренко,Черкаська область,8,2015-06-17,,http://static.rada.gov.ua/dep_img8/d199_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15830,"Група ""Партія ""Відродження""",2846,199,15830
15831,Федорук Микола Трохимович,Микола,Трохимович,Федорук,Чернівецька область,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d201_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15831,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,201,15831
15836,Чумак Віктор Васильович,Віктор,Васильович,Чумак,м. Київ,8,2014-11-27,2016-02-04,http://static.rada.gov.ua/dep_img8/d214_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15836,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,214,15836
15836,Чумак Віктор Васильович,Віктор,Васильович,Чумак,м. Київ,8,2016-02-05,,http://static.rada.gov.ua/dep_img8/d214_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15836,Позафракційні,,214,15836
15837,Іллєнко Андрій Юрійович,Андрій,Юрійович,Іллєнко,м. Київ,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d215_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15837,Позафракційні,,215,15837
15838,Бригинець Олександр Михайлович,Олександр,Михайлович,Бригинець,Загальнодержавному багатомандатному округу,8,2016-03-29,,http://static.rada.gov.ua/dep_img8/bp75.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/15838,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,15838
15839,Андрієвський Дмитро Йосипович,Дмитро,Йосипович,Андрієвський,м. Київ,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d222_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15839,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,222,15839
15840,Куніцин Сергій Володимирович,Сергій,Володимирович,Куніцин,Загальнодержавному багатомандатному округу,8,2014-12-04,,http://static.rada.gov.ua/dep_img8/bp68.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/15840,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,15840
15901,Кривошея Геннадій Григорович,Геннадій,Григорович,Кривошея,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf69.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/15901,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,15901
15916,Лозовой Андрій Сергійович,Андрій,Сергійович,Лозовой,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/rp2.jpg,Радикальна Партія Олега Ляшка,http://itd.rada.gov.ua/mps/info/page/15916,Фракція Радикальної партії Олега Ляшка,2615,,15916
15953,Гордєєв Андрій Анатолійович,Андрій,Анатолійович,Гордєєв,Херсонська область,8,2014-11-27,2016-05-19,http://static.rada.gov.ua/dep_img8/d183_1.jpg,,http://itd.rada.gov.ua/mps/info/page/15953,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,183,15953
15972,Макар'ян Давид Борисович,Давид,Борисович,Макар'ян,Загальнодержавному багатомандатному округу,8,2014-12-04,2014-12-08,http://static.rada.gov.ua/dep_img8/bp66.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/15972,Позафракційні,,,15972
15972,Макар'ян Давид Борисович,Давид,Борисович,Макар'ян,Загальнодержавному багатомандатному округу,8,2014-12-09,,http://static.rada.gov.ua/dep_img8/bp66.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/15972,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,15972
16067,Алексєєв Ігор Сергійович,Ігор,Сергійович,Алексєєв,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf64.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/16067,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,16067
16340,Білоцерковець Дмитро Олександрович,Дмитро,Олександрович,Білоцерковець,Загальнодержавному багатомандатному округу,8,2016-03-29,,http://static.rada.gov.ua/dep_img8/bp76.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/16340,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,16340
16430,Рудик Сергій Ярославович,Сергій,Ярославович,Рудик,Черкаська область,8,2014-12-02,2016-04-11,http://static.rada.gov.ua/dep_img8/d198_1.jpg,,http://itd.rada.gov.ua/mps/info/page/16430,Позафракційні,,198,16430
16430,Рудик Сергій Ярославович,Сергій,Ярославович,Рудик,Черкаська область,8,2016-04-12,,http://static.rada.gov.ua/dep_img8/d198_1.jpg,,http://itd.rada.gov.ua/mps/info/page/16430,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,198,16430
16517,Мусій Олег Степанович,Олег,Степанович,Мусій,Львівська область,8,2014-11-27,2015-09-18,http://static.rada.gov.ua/dep_img8/d124_1.jpg,,http://itd.rada.gov.ua/mps/info/page/16517,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,124,16517
16517,Мусій Олег Степанович,Олег,Степанович,Мусій,Львівська область,8,2015-09-19,,http://static.rada.gov.ua/dep_img8/d124_1.jpg,,http://itd.rada.gov.ua/mps/info/page/16517,Позафракційні,,124,16517
16532,Шкрум Альона Іванівна,Альона,Іванівна,Шкрум,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/but5.jpg,"політична партія Всеукраїнське об'єднання ""Батьківщина""",http://itd.rada.gov.ua/mps/info/page/16532,"Фракція політичної партії ""Всеукраїнське об'єднання ""Батьківщина"" у Верховній Раді України",2617,,16532
16618,Кадикало Микола Олегович,Микола,Олегович,Кадикало,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf51.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/16618,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,16618
16672,Левченко Юрій Володимирович,Юрій,Володимирович,Левченко,м. Київ,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/d223_1.jpg,,http://itd.rada.gov.ua/mps/info/page/16672,Позафракційні,,223,16672
16698,Бойко Олена Петрівна,Олена,Петрівна,Бойко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf66.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/16698,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,16698
16716,Єфремова Ірина Олексіївна,Ірина,Олексіївна,Єфремова,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf63.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/16716,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,16716
17047,Фірсов Єгор Павлович,Єгор,Павлович,Фірсов,Загальнодержавному багатомандатному округу,8,2014-11-27,2016-03-15,http://static.rada.gov.ua/dep_img8/bp54.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17047,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,17047
17047,Фірсов Єгор Павлович,Єгор,Павлович,Фірсов,Загальнодержавному багатомандатному округу,8,2016-03-16,2016-03-25,http://static.rada.gov.ua/dep_img8/bp54.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17047,Позафракційні,,,17047
17108,Новинський Вадим Владиславович,Вадим,Владиславович,Новинський,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/ob11.jpg,"Політична партія ""Опозиційний блок""",http://itd.rada.gov.ua/mps/info/page/17108,"Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання",2616,,17108
17379,Сторожук Дмитро Анатолійович,Дмитро,Анатолійович,Сторожук,Загальнодержавному багатомандатному округу,8,2014-11-27,2016-09-06,http://static.rada.gov.ua/dep_img8/nf56.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17379,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17379
17413,Ледовських Олена Володимирівна,Олена,Володимирівна,Ледовських,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf27.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17413,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17413
17414,Колганова Олена Валеріївна,Олена,Валеріївна,Колганова,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf28.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17414,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17414
17568,Березенко Сергій Іванович,Сергій,Іванович,Березенко,Чернігівська область,8,2015-09-02,2015-09-02,http://static.rada.gov.ua/dep_img8/d205_2.jpg,,http://itd.rada.gov.ua/mps/info/page/17568,Позафракційні,,205,17568
17568,Березенко Сергій Іванович,Сергій,Іванович,Березенко,Чернігівська область,8,2015-09-03,,http://static.rada.gov.ua/dep_img8/d205_2.jpg,,http://itd.rada.gov.ua/mps/info/page/17568,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,205,17568
17650,Шевченко Олександр Леонідович,Олександр,Леонідович,Шевченко,Івано-Франківська область,8,2014-11-27,2015-11-06,http://static.rada.gov.ua/dep_img8/d83_1.jpg,,http://itd.rada.gov.ua/mps/info/page/17650,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,83,17650
17650,Шевченко Олександр Леонідович,Олександр,Леонідович,Шевченко,Івано-Франківська область,8,2015-11-07,,http://static.rada.gov.ua/dep_img8/d83_1.jpg,,http://itd.rada.gov.ua/mps/info/page/17650,Позафракційні,,83,17650
17666,Насіров Роман Михайлович,Роман,Михайлович,Насіров,Загальнодержавному багатомандатному округу,8,2014-11-27,2015-09-02,http://static.rada.gov.ua/dep_img8/bp51.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17666,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,17666
1792,Тимошенко Юлія Володимирівна,Юлія,Володимирівна,Тимошенко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/but2.jpg,"політична партія Всеукраїнське об'єднання ""Батьківщина""",http://itd.rada.gov.ua/mps/info/page/1792,"Фракція політичної партії ""Всеукраїнське об'єднання ""Батьківщина"" у Верховній Раді України",2617,,1792
17946,Чорновол Тетяна Миколаївна,Тетяна,Миколаївна,Чорновол,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf2.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17946,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17946
17947,Тетерук Андрій Анатолійович,Андрій,Анатолійович,Тетерук,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf5.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17947,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17947
17948,Сюмар Вікторія Петрівна,Вікторія,Петрівна,Сюмар,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf7.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17948,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17948
17949,Береза Юрій Миколайович,Юрій,Миколайович,Береза,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf10.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17949,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17949
17950,Тимчук Дмитро Борисович,Дмитро,Борисович,Тимчук,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf13.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17950,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17950
17952,Геращенко Антон Юрійович,Антон,Юрійович,Геращенко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf21.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17952,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17952
17953,Матейченко Костянтин Володимирович,Костянтин,Володимирович,Матейченко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf26.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17953,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17953
17954,Сидорчук Вадим Васильович,Вадим,Васильович,Сидорчук,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf30.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17954,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17954
17955,Заставний Роман Йосипович,Роман,Йосипович,Заставний,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf31.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17955,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17955
17956,Дейдей Євген Сергійович,Євген,Сергійович,Дейдей,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf32.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17956,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17956
17957,Ксенжук Олександр Степанович,Олександр,Степанович,Ксенжук,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf36.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17957,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17957
17958,Логвинський Георгій Володимирович,Георгій,Володимирович,Логвинський,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf37.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17958,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17958
17959,Єленський Віктор Євгенович,Віктор,Євгенович,Єленський,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf38.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17959,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17959
17960,Поляков Максим Анатолійович,Максим,Анатолійович,Поляков,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf39.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17960,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17960
17961,Величкович Микола Романович,Микола,Романович,Величкович,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf40.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17961,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17961
17962,Горбунов Олександр Володимирович,Олександр,Володимирович,Горбунов,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf41.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17962,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17962
17963,Висоцький Сергій Віталійович,Сергій,Віталійович,Висоцький,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf44.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17963,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17963
17964,Ванат Петро Михайлович,Петро,Михайлович,Ванат,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf45.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17964,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17964
17965,Котвіцький Ігор Олександрович,Ігор,Олександрович,Котвіцький,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf48.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17965,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17965
17966,Масоріна Олена Сергіївна,Олена,Сергіївна,Масоріна,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf52.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17966,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17966
17967,Кацер-Бучковська Наталія Володимирівна,Наталія,Володимирівна,Кацер-Бучковська,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf54.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17967,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17967
17968,Соляр Володимир Миронович,Володимир,Миронович,Соляр,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf55.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17968,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17968
17969,Кремінь Тарас Дмитрович,Тарас,Дмитрович,Кремінь,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf59.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17969,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17969
17970,Кривенко Вадим Валерійович,Вадим,Валерійович,Кривенко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/nf60.jpg,"Політична партія ""НАРОДНИЙ ФРОНТ""",http://itd.rada.gov.ua/mps/info/page/17970,"Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""",2612,,17970
17972,Богомолець Ольга Вадимівна,Ольга,Вадимівна,Богомолець,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp3.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17972,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,17972
17973,Гройсман Володимир Борисович,Володимир,Борисович,Гройсман,Загальнодержавному багатомандатному округу,8,2014-11-27,2016-04-14,http://static.rada.gov.ua/dep_img8/bp4.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17973,Позафракційні,,,17973
17974,Мамчур Юлій Валерійович,Юлій,Валерійович,Мамчур,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp6.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17974,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,17974
17975,Квіт Сергій Миронович,Сергій,Миронович,Квіт,Загальнодержавному багатомандатному округу,8,2014-11-27,2014-12-02,http://static.rada.gov.ua/dep_img8/bp11.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17975,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,17975
17976,Заліщук Світлана Петрівна,Світлана,Петрівна,Заліщук,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp18.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17976,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,17976
17977,Лещенко Сергій Анатолійович,Сергій,Анатолійович,Лещенко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp19.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17977,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,17977
17978,Найєм Мустафа-Масі ,Мустафа-Масі,,Найєм,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp20.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17978,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,17978
17979,Черненко Олександр Миколайович,Олександр,Миколайович,Черненко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp21.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17979,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,17979
17980,Южаніна Ніна Петрівна,Ніна,Петрівна,Южаніна,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp28.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17980,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,17980
17981,Кононенко Ігор Віталійович,Ігор,Віталійович,Кононенко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp29.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17981,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,17981
17982,Онуфрик Богдан Семенович,Богдан,Семенович,Онуфрик,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp31.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17982,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,17982
17983,Антонищак Андрій Федорович,Андрій,Федорович,Антонищак,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp39.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17983,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,17983
17984,Гончаренко Олексій Олексійович,Олексій,Олексійович,Гончаренко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp40.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17984,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,17984
17985,Герасимов Артур Володимирович,Артур,Володимирович,Герасимов,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp43.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17985,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,17985
17986,Денисенко Вадим Ігорович,Вадим,Ігорович,Денисенко,Загальнодержавному багатомандатному округу,8,2014-11-27,,http://static.rada.gov.ua/dep_img8/bp45.jpg,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",http://itd.rada.gov.ua/mps/info/page/17986,"Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",2613,,17986
