id,wikidata
4e2487e5-b6c2-4717-acfb-0a1623a5159a,Q5944368
a0ac7cb5-894d-4578-b8f5-8c70fdeb1b19,Q1803640
a60ad709-514c-463e-b0fa-705eca0e285f,Q1237557
abe16ca1-8375-45af-bc61-508a927f610a,Q5780134
20750ab3-139b-4f5f-864d-2e9db6d3233c,Q4613840
b8143165-98a0-4922-977b-15b8c02b3b64,Q1062788
d3fb30d7-d598-479b-812e-3f845beb729f,Q430960
3814d570-719f-4ba9-b6ad-8c93268ce06d,Q731414
d9d12d87-94bf-4461-b428-b02d1b8d6e12,Q2395412
6b6e17ea-142e-41d4-bc18-9ea37ba2f54f,Q6163926
51944cb2-5dc0-4e85-9378-69c51c0aeddb,Q8023686
90b9ccbe-da4d-482c-9422-fb7e138a0b37,Q6979766
60e41626-adeb-4940-8c87-8a5a6f4c3d6e,Q2073191
35bedd6d-8956-4b28-8060-1edc7050d364,Q5869416
06cc02d9-a6c6-4f68-8c38-44dbf9d47784,Q2732456
ae61f3ec-8270-4517-af90-839ebd29a1c3,Q20652377
78971cd9-ea86-47f1-b6df-2bf92005eca2,Q6064406
a7a4df3c-ddca-41be-9c32-6cca47103e57,Q5670939
6097ca97-2e82-42ee-892b-70ae0c30fcf2,Q327591
6391ea0f-7fce-489a-88f1-6ae7b6514346,Q56604413
