id,wikidata
australian_labor_party,Q216082
liberal_party,Q241149
country_liberal_party,Q2496080
australian_greens,Q781486
palmer_united_party,Q15130081
australian_greens,Q781486
australian_motoring_enthusiast_party,Q14866895
liberal_democratic_party,Q6540624
australian_democrats,Q781392
family_first_party,Q1395400
nuclear_disarmament_party,Q7067936
national_party,Q946040
independent,Q327591
pauline_hanson's_one_nation_party,Q1585274
national_country_party,Q946040
derryn_hinch's_justice_party,Q24190773
nick_xenophon_team,Q19876280
liberal_national_party,Q1822905
democratic_labor_party,Q2054871
australian_conservatives,Q29021047
centre_alliance,Q19876280
katter's_australian_party,Q6378340
