id,name,image,partylist,faction,faction_id,area,gender,term,source
229,Mohamed Hedi Gueddich,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Hedi_Gueddich.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sfax 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
202,Latifa Habachi,http://majles.marsad.tn/2014/uploads/images/Latifa_Habachi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,La Manouba,female,1,http://majles.marsad.tn/2014/fr/assemblee
46,Adnane Hajji,http://majles.marsad.tn/2014/uploads/images/hajji%20adnane.png,"Liste indépendante ""Rad El Itibar""",Bloc Social-Démocrate,Bloc_Social-Démocrate,Gafsa,male,1,http://majles.marsad.tn/2014/fr/assemblee
208,Mourad Hamaidi,http://majles.marsad.tn/2014/uploads/images/hmaidi%20mourad.png,Front Populaire,Front Populaire,Front_Populaire,Le Kef,male,1,http://majles.marsad.tn/2014/fr/assemblee
236,Mounir Hamdi,http://majles.marsad.tn/2014/uploads/images/Mounir_Hamdi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Beja,male,1,http://majles.marsad.tn/2014/fr/assemblee
133,Salem Hamdi,http://majles.marsad.tn/2014/uploads/images/Salem_Hamdi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sidi Bouzid,male,1,http://majles.marsad.tn/2014/fr/assemblee
42,Jilani Hammami,http://majles.marsad.tn/2014/uploads/images/hammami%20jilani.png,Front Populaire,Front Populaire,Front_Populaire,Siliana,male,1,http://majles.marsad.tn/2014/fr/assemblee
282,Hela Hammi,http://majles.marsad.tn/2014/uploads/images/Hela_Hammi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Ben Arous,female,1,http://majles.marsad.tn/2014/fr/assemblee
225,Leila Hamrouni,http://majles.marsad.tn/2014/uploads/images/Leila_Hamrouni.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Ariana,female,1,http://majles.marsad.tn/2014/fr/assemblee
234,Mohamed Kamel Hamzaoui,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Kamel_Hamzaoui.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Kasserine,male,1,http://majles.marsad.tn/2014/fr/assemblee
60,Mongi Harbaoui,http://majles.marsad.tn/2014/uploads/images/Mongi_Harbaoui.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Le Kef,male,1,http://majles.marsad.tn/2014/fr/assemblee
205,Kamel Harraghi,http://majles.marsad.tn/2014/uploads/images/harraghi%20kamel.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Le Kef,male,1,http://majles.marsad.tn/2014/fr/assemblee
91,Ons Hattab,http://majles.marsad.tn/2014/uploads/images/hattab%20ons.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Kairouan,female,1,http://majles.marsad.tn/2014/fr/assemblee
44,Karim Helali,http://majles.marsad.tn/2014/uploads/images/helali%20karim.png,Afek Tounes,"Afek Tounes, le mouvement national et l'appel des tunisiens à l'étranger",Afek_Tounes_le_mouvement_national_et_lappel_des_tunisiens_à_létranger,Ariana,male,1,http://majles.marsad.tn/2014/fr/assemblee
218,Mabrouk Hrizi,http://majles.marsad.tn/2014/uploads/images/Mabrouk_Hrizi.png,Congrès Pour la République,Aucun bloc,Aucun_bloc,Kasserine,male,1,http://majles.marsad.tn/2014/fr/assemblee
57,Zohra Idriss,http://majles.marsad.tn/2014/uploads/images/Zohra_Idriss.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sousse,female,1,http://majles.marsad.tn/2014/fr/assemblee
78,Riadh Jaidane,http://majles.marsad.tn/2014/uploads/images/jaidane%20riadh.png,Liste de l'appel des tunisiens à l'étranger,"Afek Tounes, le mouvement national et l'appel des tunisiens à l'étranger",Afek_Tounes_le_mouvement_national_et_lappel_des_tunisiens_à_létranger,France 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
241,Walid Jalled,http://majles.marsad.tn/2014/uploads/images/Walid_Jalled.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Nabeul 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
280,Naoufel Jammali,http://majles.marsad.tn/2014/uploads/images/Naoufel_Jammali.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sidi Bouzid,male,1,http://majles.marsad.tn/2014/fr/assemblee
39,Houcine Jaziri,http://majles.marsad.tn/2014/uploads/images/Houcine_Jaziri.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,France 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
143,Mohamed Ennaceur Jbira,http://majles.marsad.tn/2014/uploads/images/jbira%20mohamed%20ennaceur.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Kairouan,male,1,http://majles.marsad.tn/2014/fr/assemblee
6,Ibtissem Jebabli,http://majles.marsad.tn/2014/uploads/images/Ibtissem_Jebabli.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Tunis 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
108,Basma Jebali,http://majles.marsad.tn/2014/uploads/images/Basma_Jebali.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Medenine,female,1,http://majles.marsad.tn/2014/fr/assemblee
73,Taoufik Jemli,http://majles.marsad.tn/2014/uploads/images/jemli%20taoufik.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/assemblee
279,Neji Jmal,http://majles.marsad.tn/2014/uploads/images/Neji_Jmal.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,France 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
109,Jamila Jouini,http://majles.marsad.tn/2014/uploads/images/Jamila_Jouini.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tataouine,female,1,http://majles.marsad.tn/2014/fr/assemblee
14,Olfa Jouini,http://majles.marsad.tn/2014/uploads/images/olfa%20jouini.png.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Tunis 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
15,Youssef Jouini,http://majles.marsad.tn/2014/uploads/images/jouini%20youssef.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Ariana,male,1,http://majles.marsad.tn/2014/fr/assemblee
206,Mohamed Amine Kahloul,http://majles.marsad.tn/2014/uploads/images/kahloul%20mohamed%20amine.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Gabès,male,1,http://majles.marsad.tn/2014/fr/assemblee
207,Mahmoud Kahri,http://majles.marsad.tn/2014/uploads/images/kahri%20mahmoud.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Kasserine,male,1,http://majles.marsad.tn/2014/fr/assemblee
100,Abada Kefi,http://majles.marsad.tn/2014/uploads/images/Abada_Kefi.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Le Kef,male,1,http://majles.marsad.tn/2014/fr/assemblee
193,Safia Khalfi,http://majles.marsad.tn/2014/uploads/images/Safia_Khalfi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Kasserine,female,1,http://majles.marsad.tn/2014/fr/assemblee
119,Hmed Khaskhoussi,http://majles.marsad.tn/2014/uploads/images/Hmed_Khaskhoussi.png,Mouvement des Démocrates Socialistes,Bloc Social-Démocrate,Bloc_Social-Démocrate,Sidi Bouzid,male,1,http://majles.marsad.tn/2014/fr/assemblee
38,Habib Khedher,http://majles.marsad.tn/2014/uploads/images/Habib_Khedher.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Gabès,male,1,http://majles.marsad.tn/2014/fr/assemblee
184,Faycel Khelifa,http://majles.marsad.tn/2014/uploads/images/Faycel_Khelifa.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sousse,male,1,http://majles.marsad.tn/2014/fr/assemblee
36,Bechir Khelifi,http://majles.marsad.tn/2014/uploads/images/Bechir_Khelifi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tataouine,male,1,http://majles.marsad.tn/2014/fr/assemblee
197,Imed Khemiri,http://majles.marsad.tn/2014/uploads/images/Imed_Khemiri.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,La Manouba,male,1,http://majles.marsad.tn/2014/fr/assemblee
232,Mohamed Ramzi Khmiss,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Ramzi_Khmiss.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Zaghouan,male,1,http://majles.marsad.tn/2014/fr/assemblee
178,Abdelaziz Kotti,http://majles.marsad.tn/2014/uploads/images/Abdelaziz_Kotti.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Ariana,male,1,http://majles.marsad.tn/2014/fr/assemblee
151,Soulef Ksantini,http://majles.marsad.tn/2014/uploads/images/Soulef_Ksantini.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sfax 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
131,Khemais Ksila,http://majles.marsad.tn/2014/uploads/images/Khemais_Ksila.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Nabeul 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
199,Ferida Laabidi,http://majles.marsad.tn/2014/uploads/images/Ferida_Laabidi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Kairouan,female,1,http://majles.marsad.tn/2014/fr/assemblee
243,Meherzia Laabidi,http://majles.marsad.tn/2014/uploads/images/Meherzia_Laabidi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Nabeul 2,female,1,http://majles.marsad.tn/2014/fr/assemblee
239,Heger Laaroussi,http://majles.marsad.tn/2014/uploads/images/Heger_Laaroussi.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Sfax 2,female,1,http://majles.marsad.tn/2014/fr/assemblee
267,Salem Labiadh,http://majles.marsad.tn/2014/uploads/images/Salem_Labiadh.png,Mouvement du Peuple,Aucun bloc,Aucun_bloc,Medenine,male,1,http://majles.marsad.tn/2014/fr/assemblee
244,Mohamed Lakhdhar Lajili,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Lakhdhar_Lajili.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tozeur,male,1,http://majles.marsad.tn/2014/fr/assemblee
75,Zied Lakhdhar,http://majles.marsad.tn/2014/uploads/images/Zied_Lakhdhar.png,Front Populaire,Front Populaire,Front_Populaire,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/assemblee
196,Ali Laraiedh,http://majles.marsad.tn/2014/uploads/images/Ali_Laraiedh.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tunis 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
194,Ameur Laraiedh,http://majles.marsad.tn/2014/uploads/images/Ameur_Laraiedh.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Medenine,male,1,http://majles.marsad.tn/2014/fr/assemblee
68,Lajmi Lourimi,http://majles.marsad.tn/2014/uploads/images/Lajmi_Lourimi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sousse,male,1,http://majles.marsad.tn/2014/fr/assemblee
204,Maher Madhioub,http://majles.marsad.tn/2014/uploads/images/Maher_Madhioub.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Pays arabes et reste du monde,male,1,http://majles.marsad.tn/2014/fr/assemblee
266,Zouhair Maghzaoui,http://majles.marsad.tn/2014/uploads/images/Zouhair%20Maghzaoui.png,Mouvement du Peuple,Aucun bloc,Aucun_bloc,Kebili,male,1,http://majles.marsad.tn/2014/fr/assemblee
246,Mohamed Mahjoub,http://majles.marsad.tn/2014/uploads/images/Mohamed_Mahjoub.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/assemblee
17,Rim Mahjoub,http://majles.marsad.tn/2014/uploads/images/rym%20mahjoub.png,Afek Tounes,"Afek Tounes, le mouvement national et l'appel des tunisiens à l'étranger",Afek_Tounes_le_mouvement_national_et_lappel_des_tunisiens_à_létranger,Mahdia,female,1,http://majles.marsad.tn/2014/fr/assemblee
278,Wafa Makhlouf,http://majles.marsad.tn/2014/uploads/images/Wafa_Makhlouf.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Ben Arous,female,1,http://majles.marsad.tn/2014/fr/assemblee
181,Issam Matoussi,http://majles.marsad.tn/2014/uploads/images/Issam_Matoussi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Beja,male,1,http://majles.marsad.tn/2014/fr/assemblee
103,Ahmed Mechergui,http://majles.marsad.tn/2014/uploads/images/Ahmed_Mechergui.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Jendouba,male,1,http://majles.marsad.tn/2014/fr/assemblee
59,Taieb Medni,http://majles.marsad.tn/2014/uploads/images/Taieb_Medni.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Tataouine,male,1,http://majles.marsad.tn/2014/fr/assemblee
195,Abdellatif Mekki,http://majles.marsad.tn/2014/uploads/images/Abdellatif_Mekki.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Le Kef,male,1,http://majles.marsad.tn/2014/fr/assemblee
154,Sana Mersni,http://majles.marsad.tn/2014/uploads/images/Sana_Mersni.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Jendouba,female,1,http://majles.marsad.tn/2014/fr/assemblee
224,Lamia Mlayah,http://majles.marsad.tn/2014/uploads/images/Lamia_Mlayah.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Amérique et reste de l'Europe,female,1,http://majles.marsad.tn/2014/fr/assemblee
77,Riadh Mouakhar,http://majles.marsad.tn/2014/uploads/images/Riadh_Mouakhar.png,Afek Tounes,"Afek Tounes, le mouvement national et l'appel des tunisiens à l'étranger",Afek_Tounes_le_mouvement_national_et_lappel_des_tunisiens_à_létranger,Tunis 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
31,Ikram Moulahi,http://majles.marsad.tn/2014/uploads/images/Ikram_Moulahi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Kasserine,female,1,http://majles.marsad.tn/2014/fr/assemblee
292,Abdelfattah Mourou,http://majles.marsad.tn/2014/uploads/images/Abdelfattah_Mourou.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tunis 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
257,Noureddine Mrabti,http://majles.marsad.tn/2014/uploads/images/mrabti%20noureddine.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Siliana,male,1,http://majles.marsad.tn/2014/fr/assemblee
141,Fatma Mseddi,http://majles.marsad.tn/2014/uploads/images/Fatma_Mseddi.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Sfax 2,female,1,http://majles.marsad.tn/2014/fr/assemblee
186,Lotfi Nabli,http://majles.marsad.tn/2014/uploads/images/Lotfi_Nabli.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Monastir,male,1,http://majles.marsad.tn/2014/fr/assemblee
8,Brahim Nacef,http://majles.marsad.tn/2014/uploads/images/Brahim_Nacef.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Bizerte,male,1,http://majles.marsad.tn/2014/fr/assemblee
98,Hassouna Nasfi,http://majles.marsad.tn/2014/uploads/images/Hassouna_Nasfi.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Gabès,male,1,http://majles.marsad.tn/2014/fr/assemblee
276,Hela Omrane,http://majles.marsad.tn/2014/uploads/images/Hela_Omrane.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Monastir,female,1,http://majles.marsad.tn/2014/fr/assemblee
145,Hayet Omri,http://majles.marsad.tn/2014/uploads/images/Hayet_Omri.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sidi Bouzid,female,1,http://majles.marsad.tn/2014/fr/assemblee
35,Taoufik Ouali,http://majles.marsad.tn/2014/uploads/images/taoufik%20ouali.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Bizerte,male,1,http://majles.marsad.tn/2014/fr/assemblee
203,Leila Oueslati,http://majles.marsad.tn/2014/uploads/images/Leila_Oueslati.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Mahdia,female,1,http://majles.marsad.tn/2014/fr/assemblee
226,Leila Ouled Ali,http://majles.marsad.tn/2014/uploads/images/Leila_Ouled%20Ali.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Tunis 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
183,Imed Ouled Jebril,http://majles.marsad.tn/2014/uploads/images/Imed_Ouled%20Jebril.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Mahdia,male,1,http://majles.marsad.tn/2014/fr/assemblee
66,Sayida Ounissi,http://majles.marsad.tn/2014/uploads/images/Sayida_Ounissi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,France 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
188,Mohamed Rachdi Bouguerra,http://majles.marsad.tn/2014/uploads/images/Rachdi%20Bouguerra.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Kasserine,male,1,http://majles.marsad.tn/2014/fr/assemblee
209,Mongi Rahoui,http://majles.marsad.tn/2014/uploads/images/rahoui%20mongi.png,Front Populaire,Front Populaire,Front_Populaire,Jendouba,male,1,http://majles.marsad.tn/2014/fr/assemblee
40,Zouheir Rajbi,http://majles.marsad.tn/2014/uploads/images/Zouheir_Rajbi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Siliana,male,1,http://majles.marsad.tn/2014/fr/assemblee
273,Najla Saadaoui,http://majles.marsad.tn/2014/uploads/images/Najla_Saadaoui.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Beja,female,1,http://majles.marsad.tn/2014/fr/assemblee
233,Mohamed Saidane,http://majles.marsad.tn/2014/uploads/images/Mohamed_Saidane.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Monastir,male,1,http://majles.marsad.tn/2014/fr/assemblee
118,Ahmed Saidi,http://majles.marsad.tn/2014/uploads/images/saidi%20ahmed.png,Parti l'initiative,Bloc Social-Démocrate,Bloc_Social-Démocrate,Sousse,male,1,http://majles.marsad.tn/2014/fr/assemblee
137,Sana Salhi,http://majles.marsad.tn/2014/uploads/images/Sana_Salhi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Siliana,female,1,http://majles.marsad.tn/2014/fr/assemblee
16,Ahmed Seddik,http://majles.marsad.tn/2014/uploads/images/seddik%20ahmed.png,Front Populaire,Front Populaire,Front_Populaire,Tunis 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
61,Moncef Sellami,http://majles.marsad.tn/2014/uploads/images/Moncef_Sellami.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sfax 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
250,Mohamed Sidhom,http://majles.marsad.tn/2014/uploads/images/Mohamed_Sidhom.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Nabeul 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
240,Houda Slim,http://majles.marsad.tn/2014/uploads/images/houda%20slim.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Tunis 2,female,1,http://majles.marsad.tn/2014/fr/assemblee
247,Mohamed Mohsen Soudani,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Mohsen_Soudani.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Gafsa,male,1,http://majles.marsad.tn/2014/fr/assemblee
106,Amal Souid,http://majles.marsad.tn/2014/uploads/images/Amal_Souid.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Gabès,female,1,http://majles.marsad.tn/2014/fr/assemblee
62,Olfa Soukri,http://majles.marsad.tn/2014/uploads/images/Olfa_Sokri.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Ben Arous,female,1,http://majles.marsad.tn/2014/fr/assemblee
71,Hedi Soula,http://majles.marsad.tn/2014/uploads/images/Hedi_Soula.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Kairouan,male,1,http://majles.marsad.tn/2014/fr/assemblee
274,Nawel Tayech,http://majles.marsad.tn/2014/uploads/images/Nawel_Tayech.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sousse,female,1,http://majles.marsad.tn/2014/fr/assemblee
164,Faycel Tebini,http://majles.marsad.tn/2014/uploads/images/tebini%20faycel.png,La voix des agriculteurs,Bloc Social-Démocrate,Bloc_Social-Démocrate,Jendouba,male,1,http://majles.marsad.tn/2014/fr/assemblee
277,Houda Tekaya,http://majles.marsad.tn/2014/uploads/images/Houda_Tekaya.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,La Manouba,female,1,http://majles.marsad.tn/2014/fr/assemblee
120,Rim Thairi,http://majles.marsad.tn/2014/uploads/images/Rim_Thairi.png,Courant de l'amour,Bloc Social-Démocrate,Bloc_Social-Démocrate,Kairouan,female,1,http://majles.marsad.tn/2014/fr/assemblee
189,Mohamed Nejib Torjmane,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Nejib_Torjmane.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,La Manouba,male,1,http://majles.marsad.tn/2014/fr/assemblee
135,Sofien Toubel,http://majles.marsad.tn/2014/uploads/images/Sofien_Toubel.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Gafsa,male,1,http://majles.marsad.tn/2014/fr/assemblee
147,Radhia Toumi,http://majles.marsad.tn/2014/uploads/images/Radhia_Toumi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Gabès,female,1,http://majles.marsad.tn/2014/fr/assemblee
228,Mohamed Troudi,http://majles.marsad.tn/2014/uploads/images/Mohamed_Troudi.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/assemblee
74,Dorra Yaacoubi,http://majles.marsad.tn/2014/uploads/images/yaacoubi%20dorra.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Jendouba,female,1,http://majles.marsad.tn/2014/fr/assemblee
144,Hssine Yahyaoui,http://majles.marsad.tn/2014/uploads/images/Hssine_Yahyaoui.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tataouine,male,1,http://majles.marsad.tn/2014/fr/assemblee
117,Lilia Younes Ksibi,http://majles.marsad.tn/2014/uploads/images/younes%20ksibi%20lilia.png,Afek Tounes,"Afek Tounes, le mouvement national et l'appel des tunisiens à l'étranger",Afek_Tounes_le_mouvement_national_et_lappel_des_tunisiens_à_létranger,Nabeul 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
142,Leila Zahaf,http://majles.marsad.tn/2014/uploads/images/Leila_Zahaf.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Zaghouan,female,1,http://majles.marsad.tn/2014/fr/assemblee
238,Nadia Zangar,http://majles.marsad.tn/2014/uploads/images/Nadia_Zangar.png,Mouvement Nidaa Tounes,Bloc Al Horra,Bloc_Al_Horra,Nabeul 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
134,Souad Zaouali,http://majles.marsad.tn/2014/uploads/images/Souad_Zaouali.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Mahdia,female,1,http://majles.marsad.tn/2014/fr/assemblee
111,Ridha Zghondi,http://majles.marsad.tn/2014/uploads/images/zghondi%20ridha.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Zaghouan,male,1,http://majles.marsad.tn/2014/fr/assemblee
284,Yamina Zoghlami,http://majles.marsad.tn/2014/uploads/images/Yamina_Zoghlami.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tunis 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
45,Hafedh Zouari,http://majles.marsad.tn/2014/uploads/images/zouari%20hafedh.png,Afek Tounes,"Afek Tounes, le mouvement national et l'appel des tunisiens à l'étranger",Afek_Tounes_le_mouvement_national_et_lappel_des_tunisiens_à_létranger,Sousse,male,1,http://majles.marsad.tn/2014/fr/assemblee
249,Mohamed Zrig,http://majles.marsad.tn/2014/uploads/images/Mohamed_Zrig.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Gabès,male,1,http://majles.marsad.tn/2014/fr/assemblee
