id,name,image,partylist,faction,faction_id,area,gender,term,source
218,Mabrouk Hrizi,http://majles.marsad.tn/2014/uploads/images/Mabrouk_Hrizi.png,Congrès Pour la République,Bloc Démocrate,Bloc_Démocrate,Kasserine,male,1,http://majles.marsad.tn/2014/fr/elus/Mabrouk_Hrizi
224,Meherzia Laabidi,http://majles.marsad.tn/2014/uploads/images/Meherzia_Laabidi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Nabeul 2,female,1,http://majles.marsad.tn/2014/fr/elus/Meherzia_Laabidi
225,Mohamed Lakhdhar Lajili,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Lakhdhar_Lajili.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tozeur,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Lakhdhar_Lajili
226,Mohamed Frikha,http://majles.marsad.tn/2014/uploads/images/Mohamed_Frikha.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sfax 2,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Frikha
227,Mohamed Mahjoub,http://majles.marsad.tn/2014/uploads/images/Mohamed_Mahjoub.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Mahjoub
228,Mohamed Mohsen Soudani,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Mohsen_Soudani.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Gafsa,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Mohsen_Soudani
229,Mohamed Ben Salem,http://majles.marsad.tn/2014/uploads/images/Mohamed_Ben%20Salem.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Zaghouan,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Ben_Salem
230,Mohamed Zrig,http://majles.marsad.tn/2014/uploads/images/Mohamed_Zrig.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Gabès,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Zrig
231,Mohamed Sidhom,http://majles.marsad.tn/2014/uploads/images/Mohamed_Sidhom.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Nabeul 1,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Sidhom
232,Mohamed Ali Bedoui,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Ali_Bedoui.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Kebili,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Ali_Bedoui
233,Mohamed Kamel Besbes,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Kamel_Besbes.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Monastir,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Kamel_Besbes
234,Mahmoud Gouiaa,http://majles.marsad.tn/2014/uploads/images/Mahmoud_Gouiaa.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Kairouan,male,1,http://majles.marsad.tn/2014/fr/elus/Mahmoud_Gouiaa
235,Moez Belhaj Rhouma,http://majles.marsad.tn/2014/uploads/images/moez%20belhaj%20rhouma.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Nabeul 1,male,1,http://majles.marsad.tn/2014/fr/elus/Moez_Belhaj_Rhouma
236,Monia Brahim,http://majles.marsad.tn/2014/uploads/images/Monia_Brahim.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sousse,female,1,http://majles.marsad.tn/2014/fr/elus/Monia_Brahim
237,Neji Jmal,http://majles.marsad.tn/2014/uploads/images/Neji_Jmal.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,France 2,male,1,http://majles.marsad.tn/2014/fr/elus/Neji_Jmal
238,Naoufel Jammali,http://majles.marsad.tn/2014/uploads/images/Naoufel_Jammali.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sidi Bouzid,male,1,http://majles.marsad.tn/2014/fr/elus/Naoufel_Jammali
239,Mohamed Hedi Gueddich,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Hedi_Gueddich.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sfax 1,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Hedi_Gueddich
240,Mohamed Ben Souf,http://majles.marsad.tn/2014/uploads/images/Mohamed_Ben%20Souf.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Italie,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Ben_Souf
241,Mohamed Jalel Ghedira,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Jalel_Ghedira.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Monastir,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Jalel_Ghedira
242,Mohamed Ramzi Khmiss,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Ramzi_Khmiss.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Zaghouan,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Ramzi_Khmiss
243,Mohamed Saidane,http://majles.marsad.tn/2014/uploads/images/Mohamed_Saidane.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Monastir,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Saidane
244,Mohamed Kamel Hamzaoui,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Kamel_Hamzaoui.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Kasserine,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Kamel_Hamzaoui
245,Mounir Hamdi,http://majles.marsad.tn/2014/uploads/images/Mounir_Hamdi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Beja,male,1,http://majles.marsad.tn/2014/fr/elus/Mounir_Hamdi
246,Najia Ben Abdelhafidh,http://majles.marsad.tn/2014/uploads/images/Najia_Ben%20Abdelhafidh.png,Mouvement Nidaa Tounes,Aucun bloc,Aucun_bloc,France 2,female,1,http://majles.marsad.tn/2014/fr/elus/Najia_Ben_Abdelhafidh
247,Najla Saadaoui,http://majles.marsad.tn/2014/uploads/images/Najla_Saadaoui.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Beja,female,1,http://majles.marsad.tn/2014/fr/elus/Najla_Saadaoui
248,Nawel Tayech,http://majles.marsad.tn/2014/uploads/images/Nawel_Tayech.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sousse,female,1,http://majles.marsad.tn/2014/fr/elus/Nawel_Tayech
249,Noura Amri,http://majles.marsad.tn/2014/uploads/images/noura_amri.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sousse,female,1,http://majles.marsad.tn/2014/fr/elus/Noura_Amri
250,Mohamed Ennaceur Jbira,http://majles.marsad.tn/2014/uploads/images/jbira%20mohamed%20ennaceur.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Kairouan,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Ennaceur_Jbira
251,Mohamed Rachdi Bouguerra,http://majles.marsad.tn/2014/uploads/images/Rachdi%20Bouguerra.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Kasserine,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Rachdi_Bouguerra
252,Mohamed Nejib Torjmane,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Nejib_Torjmane.png,Mouvement Nidaa Tounes,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,La Manouba,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Nejib_Torjmane
253,Marouan Felfel,http://majles.marsad.tn/2014/uploads/images/marouan%20felfel.png,Mouvement Nidaa Tounes,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,France 1,male,1,http://majles.marsad.tn/2014/fr/elus/Marouan_Felfel
254,Meriem Boujbel,http://majles.marsad.tn/2014/uploads/images/boujbel.png,Mouvement Nidaa Tounes,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,Nabeul 2,female,1,http://majles.marsad.tn/2014/fr/elus/Meriem_Boujbel
256,Mustapha Ben Ahmed,http://majles.marsad.tn/2014/uploads/images/Mustapha_Ben%20Ahmed.png,Mouvement Nidaa Tounes,Aucun bloc,Aucun_bloc,Tunis 2,male,1,http://majles.marsad.tn/2014/fr/elus/Mustapha_Ben_Ahmed
257,Ridha Zghondi,http://majles.marsad.tn/2014/uploads/images/zghondi%20ridha.png,Union Patriotique Libre,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Zaghouan,male,1,http://majles.marsad.tn/2014/fr/elus/Ridha_Zghondi
258,Ali Belakhoua,http://majles.marsad.tn/2014/uploads/images/Ali_Belakhoua.png,Union Patriotique Libre,Aucun bloc,Aucun_bloc,Bizerte,male,1,http://majles.marsad.tn/2014/fr/elus/Ali_Belakhoua
259,Noureddine Ben Achour,http://majles.marsad.tn/2014/uploads/images/ben%20achour%20noureddine.png,Union Patriotique Libre,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,Beja,male,1,http://majles.marsad.tn/2014/fr/elus/Noureddine_Ben_Achour
260,Youssef Jouini,http://majles.marsad.tn/2014/uploads/images/jouini%20youssef.png,Union Patriotique Libre,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Ariana,male,1,http://majles.marsad.tn/2014/fr/elus/Youssef_Jouini
265,Ridha Dellai,http://majles.marsad.tn/2014/uploads/images/dellai%20ridha.png,Mouvement du Peuple,Bloc Démocrate,Bloc_Démocrate,Beja,male,1,http://majles.marsad.tn/2014/fr/elus/Ridha_Dellai
266,Zouhair Maghzaoui,http://majles.marsad.tn/2014/uploads/images/Zouhair%20Maghzaoui.png,Mouvement du Peuple,Bloc Démocrate,Bloc_Démocrate,Kebili,male,1,http://majles.marsad.tn/2014/fr/elus/Zouhair_Maghzaoui
267,Salem Labiadh,http://majles.marsad.tn/2014/uploads/images/Salem_Labiadh.png,Mouvement du Peuple,Bloc Démocrate,Bloc_Démocrate,Medenine,male,1,http://majles.marsad.tn/2014/fr/elus/Salem_Labiadh
270,Olfa Soukri,http://majles.marsad.tn/2014/uploads/images/Olfa_Sokri.png,Mouvement Nidaa Tounes,Aucun bloc,Aucun_bloc,Ben Arous,female,1,http://majles.marsad.tn/2014/fr/elus/Olfa_Soukri
271,Sabrine Goubantini,http://majles.marsad.tn/2014/uploads/images/Goubantini.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Ariana,female,1,http://majles.marsad.tn/2014/fr/elus/Sabrine_Goubantini
272,Abderrazak Chraiet,http://majles.marsad.tn/2014/uploads/images/chraiet%20abderrazak.png,"Liste indépendante ""Majd Al Jarid""",Aucun bloc,Aucun_bloc,Tozeur,male,1,http://majles.marsad.tn/2014/fr/elus/Abderrazak_Chraiet
274,Heger Bouzemmi,http://majles.marsad.tn/2014/uploads/images/Heger_Bouzemmi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Medenine,female,1,http://majles.marsad.tn/2014/fr/elus/Heger_Bouzemmi
275,Hela Hammi,http://majles.marsad.tn/2014/uploads/images/Hela_Hammi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Ben Arous,female,1,http://majles.marsad.tn/2014/fr/elus/Hela_Hammi
276,Wafa Attia,http://majles.marsad.tn/2014/uploads/images/wafa%20attia.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sousse,female,1,http://majles.marsad.tn/2014/fr/elus/Wafa_Attia
277,Yamina Zoghlami,http://majles.marsad.tn/2014/uploads/images/Yamina_Zoghlami.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tunis 1,female,1,http://majles.marsad.tn/2014/fr/elus/Yamina_Zoghlami
279,Hela Omrane,http://majles.marsad.tn/2014/uploads/images/Hela_Omrane.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Monastir,female,1,http://majles.marsad.tn/2014/fr/elus/Hela_Omrane
280,Houda Tekaya,http://majles.marsad.tn/2014/uploads/images/Houda_Tekaya.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,La Manouba,female,1,http://majles.marsad.tn/2014/fr/elus/Houda_Tekaya
281,Wafa Makhlouf,http://majles.marsad.tn/2014/uploads/images/Wafa_Makhlouf.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Ben Arous,female,1,http://majles.marsad.tn/2014/fr/elus/Wafa_Makhlouf
282,Nadia Zangar,http://majles.marsad.tn/2014/uploads/images/Nadia_Zangar.png,Mouvement Nidaa Tounes,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,Nabeul 1,female,1,http://majles.marsad.tn/2014/fr/elus/Nadia_Zangar
283,Houda Slim,http://majles.marsad.tn/2014/uploads/images/houda%20slim.png,Mouvement Nidaa Tounes,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,Tunis 2,female,1,http://majles.marsad.tn/2014/fr/elus/Houda_Slim
284,Walid Jalled,http://majles.marsad.tn/2014/uploads/images/Walid_Jalled.png,Mouvement Nidaa Tounes,Aucun bloc,Aucun_bloc,Nabeul 2,male,1,http://majles.marsad.tn/2014/fr/elus/Walid_Jalled
29,Bechir Ellazzem,http://majles.marsad.tn/2014/uploads/images/Bechir_Ellazzem.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Bizerte,male,1,http://majles.marsad.tn/2014/fr/elus/Bechir_Ellazzem
292,Abdelfattah Mourou,http://majles.marsad.tn/2014/uploads/images/Abdelfattah_Mourou.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tunis 2,male,1,http://majles.marsad.tn/2014/fr/elus/Abdelfattah_Mourou
293,Mohamed Ennaceur,http://majles.marsad.tn/2014/uploads/images/Mohamed_Ennaceur.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Mahdia,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Ennaceur
294,Faouzia Ben Fodha,http://majles.marsad.tn/2014/uploads/images/faouzia_bf.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,La Manouba,female,1,http://majles.marsad.tn/2014/fr/elus/Faouzia_Ben_Fodha
30,Habib Khedher,http://majles.marsad.tn/2014/uploads/images/Habib_Khedher.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Gabès,male,1,http://majles.marsad.tn/2014/fr/elus/Habib_Khedher
31,Houcine Jaziri,http://majles.marsad.tn/2014/uploads/images/Houcine_Jaziri.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,France 1,male,1,http://majles.marsad.tn/2014/fr/elus/Houcine_Jaziri
32,Zouhair Rejbi,http://majles.marsad.tn/2014/uploads/images/Zouheir_Rajbi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Siliana,male,1,http://majles.marsad.tn/2014/fr/elus/Zouhair_Rejbi
33,Karima  Taggaz,http://majles.marsad.tn/2014/uploads/images/photo_1.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,France 1,female,1,http://majles.marsad.tn/2014/fr/elus/Karima_Taggaz
34,Asma Abou Hana,http://majles.marsad.tn/2014/uploads/images/Asma_Bou%20Hana.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Gafsa,female,1,http://majles.marsad.tn/2014/fr/elus/Asma_Bou_Hana
35,Ismail Ben Mahmoud,http://majles.marsad.tn/2014/uploads/images/Ismail_Ben%20Mahmoud.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sfax 2,male,1,http://majles.marsad.tn/2014/fr/elus/Ismail_Ben_Mahmoud
36,Ikram Moulahi,http://majles.marsad.tn/2014/uploads/images/Ikram_Moulahi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Kasserine,female,1,http://majles.marsad.tn/2014/fr/elus/Ikram_Moulahi
37,Bechir Ben Amor,http://majles.marsad.tn/2014/uploads/images/ben%20amor%20bechir.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Medenine,male,1,http://majles.marsad.tn/2014/fr/elus/Bechir_Ben_Amor
38,El Khansa Ben Harrath,http://majles.marsad.tn/2014/uploads/images/El%20Khansa_Ben%20Harrath.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Le Kef,female,1,http://majles.marsad.tn/2014/fr/elus/El_Khansa_Ben_Harrath
39,Brahim Nacef,http://majles.marsad.tn/2014/uploads/images/Brahim_Nacef.png,Mouvement Nidaa Tounes,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,Bizerte,male,1,http://majles.marsad.tn/2014/fr/elus/Brahim_Nacef
40,Sahbi Ben Fraj,http://majles.marsad.tn/2014/uploads/images/Sahbi_Ben%20Fraj.png,Mouvement Nidaa Tounes,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,Tunis 2,male,1,http://majles.marsad.tn/2014/fr/elus/Sahbi_Ben_Fraj
41,Aymen Aloui,http://majles.marsad.tn/2014/uploads/images/aloui%20aymen.png,Front Populaire,Front Populaire,Front_Populaire,Kasserine,male,1,http://majles.marsad.tn/2014/fr/elus/Aymen_Aloui
42,Zied Lakhdhar,http://majles.marsad.tn/2014/uploads/images/Zied_Lakhdhar.png,Front Populaire,Front Populaire,Front_Populaire,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/elus/Zied_Lakhdhar
43,Taoufik Jemli,http://majles.marsad.tn/2014/uploads/images/jemli%20taoufik.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/elus/Taoufik_Jemli
44,Karim Helali,http://majles.marsad.tn/2014/uploads/images/helali%20karim.png,Afek Tounes,Afek Tounes et l'appel des tunisiens à l'étranger,Afek_Tounes_et_lappel_des_tunisiens_à_létranger,Ariana,male,1,http://majles.marsad.tn/2014/fr/elus/Karim_Helali
45,Hafedh Zouari,http://majles.marsad.tn/2014/uploads/images/zouari%20hafedh.png,Afek Tounes,Afek Tounes et l'appel des tunisiens à l'étranger,Afek_Tounes_et_lappel_des_tunisiens_à_létranger,Sousse,male,1,http://majles.marsad.tn/2014/fr/elus/Hafedh_Zouari
46,Adnane Hajji,http://majles.marsad.tn/2014/uploads/images/hajji%20adnane.png,"Liste indépendante ""Rad El Itibar""",Bloc Démocrate,Bloc_Démocrate,Gafsa,male,1,http://majles.marsad.tn/2014/fr/elus/Adnane_Hajji
5,Noureddine Bhiri,http://majles.marsad.tn/2014/uploads/images/Noureddine_Bhiri.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/elus/Noureddine_Bhiri
57,Sahbi Atig,http://majles.marsad.tn/2014/uploads/images/Sahbi_Atig.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Ariana,male,1,http://majles.marsad.tn/2014/fr/elus/Sahbi_Atig
58,Lajmi Lourimi,http://majles.marsad.tn/2014/uploads/images/Lajmi_Lourimi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sousse,male,1,http://majles.marsad.tn/2014/fr/elus/Lajmi_Lourimi
59,Nadhir Ben Ammou,http://majles.marsad.tn/2014/uploads/images/Nadhir_Ben%20Ammou.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tunis 1,male,1,http://majles.marsad.tn/2014/fr/elus/Nadhir_Ben_Ammou
6,Badreddine Abdelkefi,http://majles.marsad.tn/2014/uploads/images/Badreddine_Abdelkefi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sfax 2,male,1,http://majles.marsad.tn/2014/fr/elus/Badreddine_Abdelkefi
60,Hedi Ben Braham,http://majles.marsad.tn/2014/uploads/images/Hedi_Ben%20Braham.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Mahdia,male,1,http://majles.marsad.tn/2014/fr/elus/Hedi_Ben_Braham
61,Hedi Soula,http://majles.marsad.tn/2014/uploads/images/Hedi_Soula.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Kairouan,male,1,http://majles.marsad.tn/2014/fr/elus/Hedi_Soula
62,Walid Banneni,http://majles.marsad.tn/2014/uploads/images/Walid_Banneni.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Kasserine,male,1,http://majles.marsad.tn/2014/fr/elus/Walid_Banneni
63,Imen Ben Mhamed,http://majles.marsad.tn/2014/uploads/images/Imen_Ben%20Mhamed.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Italie,female,1,http://majles.marsad.tn/2014/fr/elus/Imen_Ben_Mhamed
64,Zohra Idriss,http://majles.marsad.tn/2014/uploads/images/Zohra_Idriss.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sousse,female,1,http://majles.marsad.tn/2014/fr/elus/Zohra_Idriss
65,Taher Battikh,http://majles.marsad.tn/2014/uploads/images/taher%20battikh.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/elus/Taher_Battikh
66,Taieb Medni,http://majles.marsad.tn/2014/uploads/images/Taieb_Medni.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Tataouine,male,1,http://majles.marsad.tn/2014/fr/elus/Taieb_Medni
67,Mongi Harbaoui,http://majles.marsad.tn/2014/uploads/images/Mongi_Harbaoui.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Le Kef,male,1,http://majles.marsad.tn/2014/fr/elus/Mongi_Harbaoui
68,Moncef Sellami,http://majles.marsad.tn/2014/uploads/images/Moncef_Sellami.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sfax 2,male,1,http://majles.marsad.tn/2014/fr/elus/Moncef_Sellami
69,Ons Hattab,http://majles.marsad.tn/2014/uploads/images/hattab%20ons.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Kairouan,female,1,http://majles.marsad.tn/2014/fr/elus/Ons_Hattab
7,Ahmed Ameri,http://majles.marsad.tn/2014/uploads/images/Ahmed_Ameri.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Medenine,male,1,http://majles.marsad.tn/2014/fr/elus/Ahmed_Ameri
70,Mondher Belhaj Ali,http://majles.marsad.tn/2014/uploads/images/Mondher_Belhaj%20Ali.png,Mouvement Nidaa Tounes,Aucun bloc,Aucun_bloc,La Manouba,male,1,http://majles.marsad.tn/2014/fr/elus/Mondher_Belhaj_Ali
71,Bochra Belhaj Hamida,http://majles.marsad.tn/2014/uploads/images/Bochra_Belhaj%20Hamida.png,Mouvement Nidaa Tounes,Aucun bloc,Aucun_bloc,Tunis 2,female,1,http://majles.marsad.tn/2014/fr/elus/Bochra_Belhaj_Hamida
72,Taoufik Ouali,http://majles.marsad.tn/2014/uploads/images/taoufik%20ouali.png,Mouvement Nidaa Tounes,Bloc Al Horra du Mouvement Machrouu Tounes,Bloc_Al_Horra_du_Mouvement_Machrouu_Tounes,Bizerte,male,1,http://majles.marsad.tn/2014/fr/elus/Taoufik_Ouali
73,Souad Bayouli,http://majles.marsad.tn/2014/uploads/images/bayouli%20souad.png,Front Populaire,Front Populaire,Front_Populaire,Sfax 2,female,1,http://majles.marsad.tn/2014/fr/elus/Souad_Bayouli
74,Chafik Ayadi,http://majles.marsad.tn/2014/uploads/images/Chafik_Ayadi.png,Front Populaire,Front Populaire,Front_Populaire,Sfax 1,male,1,http://majles.marsad.tn/2014/fr/elus/Chafik_Ayadi
75,Tahar Fdhil,http://majles.marsad.tn/2014/uploads/images/fdhil%20tahar.png,Union Patriotique Libre,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Medenine,male,1,http://majles.marsad.tn/2014/fr/elus/Tahar_Fdhil
76,Olfa Jouini,http://majles.marsad.tn/2014/uploads/images/olfa%20jouini.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Tunis 1,female,1,http://majles.marsad.tn/2014/fr/elus/Olfa_Jouini
77,Heger Ben Cheikh Ahmed,http://majles.marsad.tn/2014/uploads/images/hager%20ben%20cheikh%20ahmed_1.png,Afek Tounes,Afek Tounes et l'appel des tunisiens à l'étranger,Afek_Tounes_et_lappel_des_tunisiens_à_létranger,Tunis 2,female,1,http://majles.marsad.tn/2014/fr/elus/Heger_Ben_Cheikh_Ahmed
78,Riadh Jaidane,http://majles.marsad.tn/2014/uploads/images/jaidane%20riadh.png,Liste de l'appel des tunisiens à l'étranger,Afek Tounes et l'appel des tunisiens à l'étranger,Afek_Tounes_et_lappel_des_tunisiens_à_létranger,France 2,male,1,http://majles.marsad.tn/2014/fr/elus/Riadh_Jaidane
79,Lamia Dridi,http://majles.marsad.tn/2014/uploads/images/lamia%20dridi_2.png,Alliance Démocratique,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Bizerte,female,1,http://majles.marsad.tn/2014/fr/elus/Lamia_Dridi
8,Bechir Khelifi,http://majles.marsad.tn/2014/uploads/images/Bechir_Khelifi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tataouine,male,1,http://majles.marsad.tn/2014/fr/elus/Bechir_Khelifi
80,Naceur Channoufi,http://majles.marsad.tn/2014/uploads/images/channoufi%20naceur.png,Parti l'initiative,Aucun bloc,Aucun_bloc,Zaghouan,male,1,http://majles.marsad.tn/2014/fr/elus/Naceur_Channoufi
9,Mohamed Fadhel Ben Omrane,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Fadhel_Ben%20Omrane.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Kebili,male,1,http://majles.marsad.tn/2014/fr/elus/Mohamed_Fadhel_Ben_Omrane
91,Ahmed Mechergui,http://majles.marsad.tn/2014/uploads/images/Ahmed_Mechergui.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Jendouba,male,1,http://majles.marsad.tn/2014/fr/elus/Ahmed_Mechergui
