uuid,female,male,other,skip,total
20b03a36-0453-46ac-acd9-0d71d0e6f35e,0,12,0,0,12
250c4d55-bb53-4bf9-bea0-521dd9c17760,0,12,0,0,12
3df3c1d8-bef6-4a70-9905-b5c2a1a2c39c,12,0,0,0,12
4be4b794-fe51-4015-a723-c89978a8dc49,0,12,0,0,12
616dec65-463e-4f83-82bf-5a64ba54f696,0,12,0,0,12
694767ac-b966-40b3-83b1-1b9a06f27bff,0,12,0,0,12
72209d04-74de-4b85-80db-b29cceeec4d7,0,12,0,0,12
8ad5ebbf-c112-481e-8298-d5e0ce3bd9f4,11,0,0,1,12
8cc727fc-696d-4d93-8904-64d470df938c,0,12,0,0,12
990d50d6-a160-4ecb-b0ca-306772eb3b12,0,12,0,0,12
a88e9a29-7de3-404d-9728-8fa4f30333de,0,12,0,0,12
c06f0bea-a5ad-4c12-80d6-c4a6ad06913a,0,12,0,0,12
c8556583-6fbb-4f34-ad89-3f814187e4ce,12,0,0,0,12
cf363a5d-759d-4466-8e28-4f5184f027f2,12,0,0,0,12
d236bdd4-7743-4a07-92ba-eb7e05812cb1,0,12,0,0,12
d413c7a0-bdea-4ca2-a68b-d252c3cc326d,0,12,0,0,12
d5425ccb-3f90-4c82-b8ce-1d005f55b5e8,12,0,0,0,12
dd1b1c1f-dc82-42a9-b543-7375a6e5cac6,12,0,0,0,12
ed4a041a-eb1a-4de3-8092-a601162b7b5d,0,12,0,0,12
f6ab90b9-3073-473b-a6f7-ad0d4c335d0b,12,0,0,0,12
fce0b99e-d563-4de1-be1d-94c2e9b068f8,11,0,0,1,12
