name,wikiname,area,religion,party,party_wikiname,term,source
Ibrahim Najjar,Ibrahim Najjar,Chouf,Sunni,Future Movement,Future Movement,2009,https://en.wikipedia.org/wiki/Members_of_the_2009%E2%80%9317_Lebanese_Parliament
